 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
575,691.45,702.44,698.23,680.82,663.68,689.35,699.54,689.99,704.12,729.44,740.49,761.93,723.19,689.11,682.88,688.39,689.20,669.80,694.93,673.26,688.66,683.27,691.45
576,691.69,701.30,698.91,681.06,663.99,689.77,698.33,689.54,703.62,728.04,739.60,760.63,723.99,692.45,682.62,688.09,692.49,669.22,695.19,674.07,687.64,683.57,691.69
577,691.63,701.40,699.21,681.02,665.34,689.47,697.02,689.27,703.89,727.17,739.36,760.18,724.74,694.66,683.62,687.72,695.64,666.86,696.12,674.39,686.12,684.37,691.63
578,691.42,701.26,699.03,680.31,665.82,688.33,695.42,690.06,704.40,727.43,741.96,759.47,724.51,694.24,684.25,687.71,696.09,665.43,696.23,673.51,685.91,684.71,691.42
579,691.05,701.94,699.38,677.49,664.46,687.30,694.55,690.96,703.90,728.28,746.14,760.82,724.74,692.58,683.48,688.07,694.78,665.59,695.99,672.49,685.87,684.14,691.05
580,691.24,703.28,699.41,674.71,662.82,687.72,694.99,690.36,702.38,728.72,749.57,762.81,725.23,691.82,682.55,688.78,693.11,665.69,696.36,673.00,685.69,683.32,691.24
581,691.80,704.85,698.78,674.61,662.50,688.97,697.17,689.32,701.17,728.91,751.98,763.68,724.78,692.49,682.42,689.27,691.25,665.23,696.77,673.39,685.93,683.01,691.80
582,691.99,705.22,697.27,675.99,663.19,689.33,698.73,689.99,700.84,729.39,752.79,762.61,724.15,692.60,682.87,688.28,690.27,665.27,696.75,673.08,685.60,682.82,691.99
583,692.28,705.09,695.73,676.59,663.97,688.35,697.09,690.46,701.18,729.67,751.69,760.74,724.27,691.72,683.39,687.49,690.05,666.45,697.53,673.75,684.58,683.28,692.28
584,692.37,704.53,695.15,675.86,664.84,688.13,695.36,689.61,702.10,729.30,750.15,760.04,724.63,691.41,683.09,687.95,689.94,667.76,698.20,674.25,684.48,683.29,692.37
585,692.67,703.00,695.89,674.15,665.13,688.74,695.93,688.49,702.66,728.88,748.66,760.23,724.92,692.61,682.62,688.68,691.13,669.00,697.48,673.02,684.63,682.47,692.67
586,693.42,702.75,697.20,672.42,664.15,688.67,696.37,687.78,702.20,728.60,747.80,760.70,724.76,693.86,682.36,689.21,691.38,670.40,698.16,672.59,684.75,681.88,693.42
587,694.59,703.92,697.85,671.06,660.45,688.90,696.06,688.32,701.50,728.28,748.87,761.01,724.15,694.03,682.79,688.47,690.38,671.98,699.73,673.69,684.88,682.01,694.59
588,696.20,703.52,696.76,670.63,656.05,690.24,696.68,689.29,701.42,727.96,749.47,761.24,724.74,692.92,683.39,687.78,691.27,674.34,698.97,674.49,685.18,683.03,696.20
589,696.02,702.33,694.78,671.54,654.69,690.49,697.05,689.17,701.70,727.07,746.97,760.17,725.57,692.01,682.72,688.36,692.25,676.03,696.53,674.26,685.84,683.84,696.02
590,694.29,701.30,694.77,672.71,656.83,687.74,696.66,689.20,701.80,725.34,745.11,758.65,724.28,692.39,681.72,688.84,690.92,677.05,694.98,673.60,686.34,683.58,694.29
591,693.52,700.26,695.76,672.33,659.30,684.28,696.42,690.09,701.62,724.47,745.55,760.57,721.77,694.16,680.11,688.39,688.43,677.26,694.09,672.88,685.84,683.42,693.52
592,693.82,699.88,695.48,670.50,659.43,683.24,695.55,690.20,701.27,726.09,746.36,765.88,718.49,695.07,679.35,687.92,688.15,675.91,694.03,672.08,685.02,683.65,693.82
593,693.76,699.45,695.45,670.09,658.43,683.70,694.10,689.69,701.20,729.08,746.33,769.01,715.63,693.18,680.37,688.33,689.00,674.63,694.65,671.15,684.80,683.43,693.76
594,694.21,699.20,696.79,670.67,658.80,684.32,694.15,689.79,701.58,730.91,745.64,768.40,714.97,690.92,681.80,688.47,689.76,674.05,693.16,670.55,684.11,682.93,694.21
595,694.91,697.92,697.38,670.57,660.47,684.58,693.74,690.14,702.33,730.53,745.21,767.65,714.78,690.69,681.55,687.73,689.96,673.01,690.98,670.51,683.11,682.89,694.91
596,694.95,695.80,697.35,670.17,660.00,684.25,693.24,689.63,702.47,730.00,745.57,768.52,714.19,692.00,680.18,687.06,689.69,671.98,689.62,671.20,683.46,682.25,694.95
597,693.84,695.88,697.40,669.29,658.30,683.02,695.27,688.33,701.97,729.18,744.39,768.94,714.03,692.67,680.53,686.93,689.35,672.14,689.50,671.11,684.62,681.24,693.84
598,692.64,697.58,696.40,668.89,657.95,682.47,697.81,686.74,701.76,728.00,742.76,767.90,714.08,691.78,681.51,686.60,689.36,673.45,689.09,669.50,684.32,681.05,692.64
599,691.40,697.84,696.24,669.11,658.43,683.72,699.49,686.70,701.24,727.75,742.79,767.47,712.79,690.79,681.14,685.62,689.03,673.71,690.63,668.01,683.29,681.63,691.40
600,691.01,696.73,696.05,667.83,659.27,685.76,699.68,687.83,700.88,728.17,742.77,767.56,710.80,690.20,680.80,684.88,689.10,672.47,694.03,668.92,683.44,681.59,691.01
601,691.62,696.16,695.03,666.27,659.63,686.90,699.01,688.23,700.44,728.60,741.82,767.42,709.47,690.29,681.51,684.37,689.54,672.75,696.32,670.17,682.94,681.03,691.62
602,692.53,696.15,695.70,666.57,658.02,687.57,699.26,687.02,700.57,728.87,741.45,766.68,709.35,691.99,682.42,684.33,690.61,673.14,697.00,670.44,681.16,681.26,692.53
603,693.32,695.76,697.21,666.90,657.29,687.72,699.70,683.80,701.27,728.82,740.59,764.85,710.61,693.26,682.35,685.17,691.58,672.00,697.51,671.07,681.07,682.37,693.32
604,693.51,695.30,697.36,667.03,657.71,686.63,700.17,682.80,701.64,726.43,739.53,762.98,712.46,694.16,681.09,686.18,691.98,672.12,697.60,670.57,681.90,683.24,693.51
605,693.07,695.48,696.59,668.48,656.87,685.38,699.71,684.56,701.06,724.61,739.41,761.92,713.24,697.00,680.60,685.87,692.28,673.17,696.58,668.89,682.23,684.08,693.07
606,692.69,696.59,696.18,670.13,656.31,684.72,699.43,685.73,699.66,725.59,740.08,761.11,713.77,699.46,682.24,684.95,694.02,673.51,696.39,669.25,683.14,683.78,692.69
607,693.23,697.22,696.45,670.80,656.84,683.99,700.04,685.97,699.19,726.40,740.90,761.57,714.74,699.78,683.54,685.33,696.50,674.19,696.67,671.44,684.32,682.06,693.23
608,694.31,697.32,696.01,672.27,656.80,683.95,700.95,685.16,699.05,726.76,741.35,763.66,716.54,700.36,683.00,688.19,697.86,674.88,695.42,671.02,684.68,681.55,694.31
609,695.27,698.24,695.60,674.06,656.34,684.47,702.15,684.36,698.35,726.10,740.86,766.39,717.64,701.88,681.62,688.85,698.69,676.39,693.95,668.36,684.97,682.06,695.27
610,696.28,699.23,696.34,674.26,656.43,684.46,701.75,684.63,697.46,724.40,740.53,767.10,717.72,701.48,680.14,687.04,700.46,678.39,693.31,666.87,685.61,682.20,696.28
611,696.41,699.37,697.54,674.14,658.17,683.37,700.96,685.04,697.31,723.48,740.14,766.24,717.62,698.69,680.26,686.51,702.27,678.35,693.16,667.04,685.98,682.34,696.41
612,696.15,699.46,699.08,674.96,660.46,682.68,700.61,685.09,698.00,721.67,739.60,764.61,718.34,698.22,681.51,687.35,702.79,678.31,693.55,668.62,686.52,682.52,696.15
613,696.19,698.64,699.07,675.97,660.58,682.67,700.26,684.39,698.25,720.39,739.54,762.92,720.42,699.81,681.59,688.85,702.98,679.64,695.97,670.34,686.74,682.26,696.19
614,695.25,697.12,697.11,676.58,658.14,682.01,700.83,683.39,697.14,720.29,738.02,762.21,721.92,700.57,680.51,689.43,703.27,682.13,698.04,670.89,686.26,681.37,695.25
615,694.31,695.52,695.80,676.81,656.42,680.94,703.55,682.68,695.64,719.89,735.99,761.12,722.30,701.00,679.73,689.58,702.08,683.87,697.77,669.64,685.91,680.58,694.31
616,694.75,695.86,695.19,676.90,657.85,680.89,705.92,682.36,695.37,719.54,735.04,760.41,722.19,702.69,680.05,690.47,701.10,683.21,695.51,668.52,685.49,680.25,694.75
617,696.32,697.25,694.94,676.53,660.08,682.14,705.86,683.25,696.19,719.83,734.28,760.78,721.01,704.03,680.22,692.50,702.04,682.49,693.07,668.86,684.62,680.02,696.32
618,696.95,697.21,695.53,676.09,660.47,683.15,705.20,683.77,696.68,720.67,734.02,760.17,720.17,703.49,681.21,693.40,702.18,682.58,693.13,669.98,683.32,680.15,696.95
619,696.13,696.08,695.84,676.01,660.22,683.06,705.06,683.14,696.60,720.92,734.36,759.80,719.97,703.05,684.54,691.43,702.77,681.64,693.87,670.37,683.16,681.00,696.13
620,695.01,694.36,695.10,676.28,659.48,682.97,704.54,683.00,697.78,720.98,734.32,760.83,720.39,702.32,687.25,689.86,703.42,680.12,693.70,668.75,684.45,681.64,695.01
621,694.47,693.15,693.94,676.28,659.37,683.21,704.69,684.05,699.22,722.01,735.11,761.09,720.35,700.33,687.03,691.83,702.58,679.34,694.55,668.62,686.64,681.39,694.47
622,694.92,693.43,693.96,675.32,661.02,682.84,705.75,684.81,699.48,724.79,737.42,759.52,718.82,697.98,685.77,693.96,701.90,679.50,695.74,670.05,688.31,681.11,694.92
623,694.98,695.08,695.20,673.92,662.94,683.05,706.02,684.10,698.99,728.22,737.96,758.17,717.60,697.15,684.74,693.25,701.71,680.29,696.94,670.60,688.94,680.99,694.98
624,694.83,697.97,697.17,672.54,663.80,683.41,704.73,682.44,698.48,730.75,737.64,759.07,718.55,697.89,684.33,692.69,701.05,680.96,697.27,670.72,689.61,680.78,694.83
625,695.20,701.24,698.57,671.78,663.30,682.60,702.55,681.62,697.77,731.97,738.34,760.02,720.71,698.99,684.81,693.90,700.46,679.93,695.59,671.52,690.12,680.48,695.20
626,695.21,702.81,698.67,671.37,662.07,681.31,701.68,681.52,697.13,733.06,738.84,760.03,720.33,699.49,685.63,695.56,700.63,678.08,694.78,674.14,689.69,679.93,695.21
627,695.36,703.69,699.79,670.98,661.60,680.38,703.05,681.79,696.71,733.98,737.44,759.88,718.24,699.67,685.20,696.35,699.91,676.99,694.36,676.66,688.74,679.09,695.36
628,696.71,705.41,701.24,670.21,662.12,681.19,703.72,682.36,696.18,735.43,736.62,760.74,716.85,699.28,684.70,697.05,698.76,677.65,693.78,677.88,687.19,679.31,696.71
629,699.07,706.64,700.84,669.26,661.94,682.62,703.00,682.47,696.16,738.24,738.22,765.34,717.01,698.73,685.05,698.86,698.28,678.02,694.74,678.62,686.28,680.27,699.07
630,700.98,707.33,699.84,667.74,661.50,683.27,702.69,682.54,696.00,739.67,741.63,772.09,716.30,697.50,685.63,700.01,697.46,675.78,696.16,679.77,686.94,680.67,700.98
631,699.99,707.57,699.32,667.60,661.79,683.24,702.48,682.34,695.49,739.21,744.45,777.37,713.00,695.73,685.49,699.20,695.22,674.52,696.36,680.86,687.58,680.34,699.99
632,697.88,707.49,698.41,669.65,663.35,683.65,702.34,681.54,696.10,740.56,747.18,780.03,710.85,694.82,684.53,697.83,695.36,676.62,695.86,679.90,687.61,680.24,697.88
633,696.87,707.72,696.71,672.70,666.26,684.31,701.92,681.41,697.57,745.53,748.50,780.57,710.08,694.97,683.40,697.55,697.62,678.05,695.35,678.14,687.84,680.67,696.87
634,696.61,707.88,695.51,673.67,668.38,684.80,701.42,681.65,698.73,751.13,747.07,781.65,709.10,694.81,682.48,699.16,698.23,675.86,694.28,676.99,687.89,680.72,696.61
635,696.23,706.59,695.58,673.29,668.26,684.86,700.23,681.64,699.55,754.50,744.83,783.34,708.43,694.83,682.62,700.72,696.44,672.75,694.28,676.15,688.24,680.36,696.23
636,696.57,704.33,696.46,672.48,668.23,684.20,697.37,681.99,700.17,755.26,743.26,783.47,708.64,696.67,684.05,700.51,693.67,671.72,695.89,677.41,688.95,679.91,696.57
637,696.64,702.88,698.12,672.04,669.38,683.33,694.54,681.61,700.63,753.62,744.19,782.32,709.22,699.51,684.55,699.22,692.90,671.96,696.13,681.06,689.09,680.67,696.64
638,696.04,702.86,699.12,672.06,671.25,683.11,693.21,679.88,700.75,751.89,744.94,780.42,707.97,700.35,683.84,698.54,693.15,673.30,695.27,685.69,687.83,681.45,696.04
639,696.22,702.77,698.85,671.82,671.77,683.35,693.25,677.99,700.70,751.25,744.31,778.93,706.25,699.34,682.67,698.82,692.86,673.50,696.07,689.21,686.79,681.88,696.22
640,695.79,701.63,698.16,671.40,669.48,683.07,693.10,677.45,701.35,751.05,743.64,778.31,705.96,698.42,681.62,699.52,692.50,671.99,697.23,689.17,686.97,682.24,695.79
641,693.65,701.15,696.68,671.68,667.12,683.24,692.50,679.66,702.39,751.14,743.20,777.05,706.18,699.22,680.25,698.90,692.68,672.96,698.25,688.53,687.26,681.97,693.65
642,692.77,701.58,695.65,672.75,667.77,683.44,691.57,681.93,702.70,750.64,742.55,776.03,706.46,700.32,680.52,698.40,693.14,674.94,698.96,689.72,686.91,681.11,692.77
643,694.23,700.90,696.20,673.14,668.98,682.66,690.12,681.62,701.50,748.20,741.73,774.87,707.21,699.47,682.75,699.11,693.17,674.01,698.97,692.05,686.36,679.79,694.23
644,694.84,698.74,696.64,672.16,668.76,681.39,690.94,680.76,700.76,745.08,741.20,773.92,708.54,699.21,684.05,699.63,693.18,671.31,700.18,695.09,685.57,679.69,694.84
645,694.12,697.67,696.51,671.13,667.20,681.25,693.49,681.22,700.56,743.21,741.04,773.23,708.75,700.61,683.50,697.94,693.36,669.28,702.84,696.31,685.03,680.22,694.12
646,694.21,698.27,696.37,669.98,665.31,682.79,693.48,683.02,700.63,744.05,739.62,771.14,707.37,701.73,682.73,696.51,693.32,668.35,704.53,695.27,685.25,680.16,694.21
647,695.01,699.75,695.92,668.60,665.97,684.11,691.01,685.89,700.99,745.80,737.66,768.29,706.54,700.45,683.44,697.89,693.34,669.01,704.74,694.61,684.55,680.17,695.01
648,695.59,701.46,695.48,667.65,666.24,683.98,689.50,689.14,700.77,746.18,738.20,767.65,706.12,698.65,684.02,699.36,692.91,671.00,704.13,695.87,684.07,681.14,695.59
649,696.00,701.89,695.07,666.39,664.10,683.73,690.51,691.47,701.08,745.97,739.09,771.16,706.86,699.38,684.06,698.56,692.12,672.72,702.52,696.97,684.63,681.88,696.00
650,695.95,701.57,695.15,664.41,661.72,684.46,692.27,692.86,702.06,744.86,738.11,776.41,708.05,700.58,684.91,696.50,691.94,673.54,702.19,695.28,684.62,682.34,695.95
651,695.76,701.42,695.46,663.17,661.09,684.76,694.25,693.09,703.07,743.93,737.44,779.96,706.18,699.24,684.39,694.67,693.57,673.31,702.27,692.38,684.63,682.84,695.76
652,695.22,702.39,694.99,662.30,661.66,684.17,694.88,692.95,703.20,743.96,737.87,780.99,703.86,696.62,682.70,693.96,694.22,673.13,701.40,690.73,685.26,682.64,695.22
653,694.48,703.64,694.92,662.69,662.20,683.92,692.85,693.07,701.93,742.99,739.12,781.30,705.04,695.11,681.01,694.54,693.00,673.94,700.66,689.93,685.63,681.57,694.48
654,694.50,703.38,695.21,665.23,663.23,683.44,691.34,692.75,700.58,740.65,740.45,781.40,707.49,694.29,679.63,695.36,692.09,675.22,699.58,689.82,685.85,681.12,694.50
655,694.67,701.86,695.29,666.92,663.83,682.66,693.49,692.36,700.40,740.32,743.28,781.33,708.68,694.62,678.45,695.74,692.06,675.89,698.44,689.87,686.47,681.53,694.67
656,693.43,699.98,694.79,665.92,663.55,682.87,696.41,692.13,700.24,741.31,746.86,782.21,709.69,696.45,678.74,695.74,693.22,675.58,698.43,688.94,686.60,682.13,693.43
657,692.16,699.43,693.87,664.94,662.73,682.87,697.23,692.18,700.05,742.14,748.24,783.74,710.78,697.04,680.10,695.07,694.72,676.29,699.14,688.43,685.66,682.06,692.16
658,692.59,699.83,693.31,665.31,661.59,682.90,695.73,691.77,701.09,741.98,748.74,783.97,710.95,695.90,679.95,694.17,697.76,678.96,699.48,688.82,684.43,681.09,692.59
659,692.65,700.12,692.83,665.24,662.24,683.08,694.01,690.63,702.10,740.52,750.23,782.85,712.06,694.60,678.71,693.54,700.71,680.34,700.22,688.29,683.30,680.11,692.65
660,692.41,700.43,692.72,664.06,664.28,683.91,693.34,689.92,701.11,737.65,751.32,781.66,713.65,694.56,679.13,692.84,701.51,679.66,702.53,686.82,682.60,680.12,692.41
661,693.01,699.62,693.76,664.18,664.04,686.24,692.71,690.01,699.72,737.22,751.24,780.89,713.30,695.38,681.07,692.16,700.06,680.14,704.92,686.71,682.00,680.65,693.01
662,693.43,697.73,694.90,665.27,663.27,688.32,692.74,690.18,700.76,740.04,750.16,780.90,712.91,695.45,682.55,691.59,699.50,681.27,705.44,687.80,681.67,681.66,693.43
663,692.90,696.33,694.77,666.05,663.69,687.80,693.09,690.14,703.05,742.92,750.04,781.56,713.77,695.73,683.39,690.86,701.35,681.04,704.41,688.05,682.41,682.39,692.90
664,691.30,696.05,693.63,665.64,663.52,686.81,693.59,690.08,704.10,744.23,751.41,783.24,712.87,697.04,682.69,689.83,702.63,679.10,703.03,686.07,683.75,682.00,691.30
665,689.73,696.29,693.92,664.41,663.04,687.63,695.07,690.17,703.44,743.44,753.55,785.54,709.75,698.54,681.88,690.88,702.24,676.48,702.48,683.81,684.10,681.22,689.73
666,689.72,696.38,695.57,664.41,662.67,689.56,696.29,690.88,703.32,742.97,756.13,786.38,707.99,700.12,682.17,692.60,701.47,675.30,701.86,684.03,684.67,681.22,689.72
667,690.11,696.52,694.69,666.67,661.55,690.44,696.38,691.11,704.58,743.32,759.19,787.22,708.38,701.23,681.99,692.39,701.71,675.08,700.26,685.32,686.30,682.28,690.11
668,690.36,698.08,692.21,668.28,659.83,689.54,694.93,690.83,705.68,742.40,762.61,790.23,709.11,701.00,681.76,692.30,703.83,675.25,699.18,685.04,688.01,683.14,690.36
669,691.12,700.25,690.85,667.12,658.30,689.69,692.63,691.07,706.53,741.52,765.12,793.19,709.69,701.09,683.30,692.19,704.14,676.84,700.31,683.81,688.61,682.66,691.12
670,691.93,701.88,691.14,664.84,656.57,690.72,692.21,691.58,706.83,741.44,765.98,793.89,711.62,702.34,685.82,690.95,702.80,677.63,701.27,683.19,687.12,682.10,691.93
671,692.33,703.05,692.35,662.74,655.69,691.88,693.32,691.03,706.58,740.98,765.91,793.90,713.23,702.98,687.76,690.89,701.71,677.86,700.50,683.48,685.60,682.56,692.33
672,692.09,703.01,693.52,660.90,656.49,693.39,693.07,690.06,706.46,740.25,765.70,793.52,712.45,701.84,688.74,692.07,701.08,677.61,699.47,682.93,686.19,683.05,692.09
673,692.03,702.78,693.33,659.92,658.31,693.93,692.10,689.98,706.39,738.05,765.37,792.76,709.85,700.98,688.19,692.21,700.64,676.38,699.80,680.93,687.46,683.57,692.03
674,693.04,701.68,691.82,659.60,660.46,693.79,691.31,689.84,704.96,737.68,764.64,791.42,706.01,701.37,687.79,690.69,700.51,675.03,700.23,679.91,687.41,684.26,693.04
675,693.45,699.51,691.25,660.69,662.27,693.21,690.38,688.99,702.98,739.60,764.08,789.82,703.00,701.86,687.95,690.01,700.50,674.89,699.46,681.03,686.05,684.04,693.45
676,692.58,698.11,691.76,663.30,663.19,693.05,689.01,688.23,702.56,742.53,762.99,789.49,701.84,701.35,687.17,691.67,699.53,675.38,698.19,681.32,685.59,683.54,692.58
677,691.37,698.69,692.08,667.06,663.38,693.51,689.54,688.51,702.83,745.98,761.93,789.01,701.68,700.51,686.54,694.22,697.65,675.38,697.66,680.05,685.71,683.23,691.37
678,690.76,699.82,692.27,670.81,663.96,693.17,691.29,688.72,702.81,747.93,762.31,787.65,701.70,700.78,686.06,695.48,696.02,673.95,698.07,678.58,685.64,682.76,690.76
679,691.07,699.61,692.29,671.91,664.61,691.39,692.85,687.54,702.89,748.23,762.46,786.45,701.75,701.73,684.96,694.63,695.60,671.91,698.69,677.58,686.57,682.22,691.07
680,691.53,698.25,693.36,672.09,664.34,690.51,694.71,686.75,701.55,749.39,761.30,785.52,701.77,701.65,684.70,692.94,694.47,670.51,698.67,677.82,687.37,682.16,691.53
681,691.10,698.17,694.45,673.89,663.73,690.69,696.56,687.90,700.37,752.32,759.86,784.74,701.00,700.71,686.31,692.31,691.93,669.95,698.21,678.33,687.18,682.21,691.10
682,690.24,698.54,693.56,675.48,663.34,690.72,698.51,689.14,701.40,756.96,759.20,784.84,700.06,699.23,686.75,691.71,692.85,671.32,698.62,678.52,686.17,681.19,690.24
683,690.54,698.10,693.07,675.06,661.73,691.33,699.66,688.90,703.46,759.96,759.62,784.49,701.16,697.76,686.20,690.38,696.30,673.80,697.22,679.34,685.90,680.45,690.54
684,691.13,698.47,693.24,673.83,659.82,691.51,699.31,688.19,705.31,759.59,760.38,783.51,702.73,696.48,687.07,689.24,699.66,674.91,694.34,679.88,686.61,680.05,691.13
685,691.17,698.66,693.50,673.71,659.52,691.30,700.55,686.85,707.46,759.07,760.93,782.83,701.27,695.84,687.66,688.64,701.32,675.28,693.79,680.76,686.92,680.71,691.17
686,691.06,698.72,693.80,674.49,660.90,691.08,702.70,685.91,709.34,760.41,760.93,782.24,699.30,696.12,686.82,688.41,701.48,674.57,694.76,682.96,686.87,682.52,691.06
687,691.48,699.27,694.15,674.41,661.21,691.36,703.44,687.04,709.89,761.19,758.42,781.46,699.58,696.60,685.61,688.43,700.72,672.72,695.12,685.46,687.21,682.93,691.48
688,690.85,700.04,694.45,674.16,659.88,691.75,703.38,687.98,710.64,761.55,754.98,778.67,700.86,697.42,683.74,688.33,699.64,672.11,693.51,686.10,688.04,682.24,690.85
689,689.43,699.43,695.03,674.54,659.68,691.49,702.17,687.64,711.74,760.50,753.21,775.07,701.51,697.65,682.74,687.67,698.91,672.39,692.08,685.62,688.83,681.15,689.43
690,689.73,697.83,695.07,673.77,659.55,691.78,701.18,686.27,712.28,758.91,753.06,773.98,701.21,697.69,683.84,687.73,699.09,672.33,692.77,686.14,688.31,680.74,689.73
691,692.06,697.84,694.98,671.45,658.93,692.13,700.83,684.93,712.41,757.56,752.26,775.23,701.07,698.80,685.54,689.02,699.69,672.34,692.66,687.68,687.47,681.62,692.06
692,694.37,699.46,695.88,670.11,658.12,692.24,701.29,684.54,711.33,756.29,750.57,776.35,703.01,699.59,685.65,691.72,701.17,672.24,691.74,688.49,686.98,682.26,694.37
693,695.21,699.90,697.10,670.83,657.84,692.52,702.62,684.20,709.78,755.96,749.88,775.70,705.15,699.07,685.04,695.00,702.82,672.19,692.79,688.42,686.37,682.40,695.21
694,695.16,699.14,697.53,672.38,658.05,693.51,701.62,684.72,709.35,755.13,751.31,773.79,704.85,697.86,684.02,696.75,703.06,671.88,694.28,688.41,686.11,682.49,695.16
695,695.24,699.42,696.88,672.57,657.45,693.06,700.11,685.57,709.66,753.70,752.64,771.93,703.66,697.99,683.02,697.83,702.57,670.28,693.20,687.49,686.34,682.33,695.24
696,695.49,699.30,696.23,671.33,657.11,691.13,699.67,686.14,709.93,753.51,749.93,770.11,703.39,699.09,682.67,697.98,702.44,668.80,691.03,686.07,685.82,682.40,695.49
697,695.25,697.93,697.73,670.50,656.51,689.44,699.01,686.93,709.92,754.94,747.87,769.07,703.09,699.56,681.91,696.07,700.91,668.86,690.31,685.79,684.69,682.05,695.25
698,694.80,696.31,698.16,671.29,657.16,688.80,698.32,687.25,709.75,756.53,750.34,768.89,700.88,699.36,681.33,694.02,698.69,670.00,691.51,686.11,683.74,681.32,694.80
699,694.56,694.88,695.81,671.92,658.36,688.58,698.44,687.25,711.61,756.09,754.07,769.03,698.32,699.41,682.07,693.49,696.94,670.22,693.14,685.42,683.48,681.36,694.56
700,693.60,694.22,694.94,671.77,658.18,688.57,699.20,687.35,714.71,754.32,757.42,770.13,697.68,699.20,684.15,695.34,695.85,669.79,692.88,685.08,684.51,681.55,693.60
701,692.19,694.07,695.52,673.07,657.98,687.90,699.72,687.30,716.71,751.78,758.43,770.18,698.13,698.91,685.90,698.27,696.23,668.33,691.90,685.15,686.35,681.09,692.19
702,692.24,694.26,694.65,674.74,657.97,686.68,698.63,686.87,717.68,749.69,757.10,766.68,698.96,700.76,685.53,698.90,697.15,668.19,691.21,684.86,686.64,681.41,692.24
703,692.83,694.19,692.66,674.71,658.74,685.43,697.24,686.41,717.49,748.52,756.30,763.88,700.32,702.63,683.86,698.17,697.89,668.49,691.29,685.61,685.20,681.55,692.83
704,693.16,693.43,691.85,673.96,660.05,684.84,697.04,686.03,716.85,748.44,756.22,763.17,701.11,701.34,682.88,698.48,699.44,666.94,692.16,685.21,683.77,681.20,693.16
705,693.09,692.57,692.34,673.10,659.80,686.42,696.12,684.70,716.55,748.85,754.62,763.32,701.09,699.78,683.33,699.33,700.65,665.66,692.91,683.22,683.58,681.15,693.09
706,693.65,692.11,692.43,672.96,658.64,687.59,695.73,683.55,716.31,748.25,752.13,763.22,700.19,699.80,683.41,698.70,699.85,665.35,694.37,682.20,685.20,681.67,693.65
707,695.06,692.35,691.53,673.56,657.48,686.38,696.16,683.10,715.33,744.92,750.80,762.52,700.18,700.82,682.84,696.98,699.12,665.68,696.90,682.90,686.63,682.31,695.06
708,695.85,692.67,691.68,673.47,656.75,685.28,696.05,683.88,712.99,742.45,750.07,761.97,700.14,701.80,682.24,695.60,699.02,666.72,698.59,682.44,686.76,681.59,695.85
709,696.38,692.54,693.00,672.40,656.27,685.34,695.36,685.46,711.76,743.78,748.80,760.20,699.64,700.71,682.20,694.76,698.72,667.62,697.83,679.57,685.87,681.12,696.38
710,696.71,692.61,693.28,670.81,656.28,685.15,694.63,686.76,712.22,744.53,747.13,758.14,699.64,698.90,682.89,694.33,696.13,668.30,697.28,678.07,684.76,682.01,696.71
711,695.86,691.76,692.74,668.78,656.12,684.50,694.67,686.72,713.06,743.09,747.45,756.61,699.22,698.69,684.02,693.87,692.96,668.59,698.25,679.03,685.03,683.01,695.86
712,694.56,690.55,693.56,667.35,654.99,683.95,696.32,686.09,713.30,741.94,749.44,756.40,699.15,699.19,685.06,694.54,693.82,667.89,698.24,679.52,686.03,682.66,694.56
713,694.97,690.11,693.82,665.97,653.12,683.58,698.51,686.46,712.38,741.74,750.05,756.71,698.99,700.37,684.66,696.55,695.88,667.42,697.48,679.47,686.26,681.70,694.97
714,696.04,688.82,693.09,664.35,651.17,683.51,699.19,686.51,711.65,741.75,748.50,755.33,699.03,701.00,683.20,698.21,695.42,667.26,699.07,679.54,685.81,682.37,696.04
715,695.76,687.38,693.96,663.89,650.70,683.51,698.10,685.63,710.47,740.29,746.09,752.65,698.88,699.18,681.44,698.70,694.50,667.00,701.01,680.04,684.57,683.68,695.76
716,694.86,687.78,694.65,664.78,652.64,683.78,697.10,684.33,708.93,740.00,745.55,751.75,697.84,696.90,680.06,697.69,693.87,667.13,700.81,680.13,683.55,683.84,694.86
717,693.43,689.12,693.84,665.81,653.05,683.95,696.11,683.09,708.14,741.68,745.61,752.96,697.84,696.36,680.60,697.05,693.77,667.70,699.59,679.83,683.85,683.75,693.43
718,691.63,689.58,692.70,666.83,651.99,683.42,695.60,682.69,708.06,742.69,744.17,753.47,699.22,697.04,682.59,696.80,695.09,669.23,698.99,679.77,684.22,683.78,691.63
719,691.12,689.80,692.99,667.82,652.27,683.19,695.40,682.83,708.57,743.17,742.50,750.97,699.42,697.80,684.14,695.13,694.81,671.42,697.88,679.36,683.84,683.65,691.12
720,692.62,689.43,693.74,668.05,653.75,683.15,695.01,683.05,709.78,742.39,741.62,748.24,698.39,698.69,684.12,694.52,693.76,671.69,697.30,678.50,684.25,683.72,692.62
721,694.32,687.89,694.20,668.32,654.00,683.18,694.59,684.00,710.47,740.77,740.52,747.64,697.10,699.40,683.05,696.23,693.53,670.04,698.17,677.18,685.33,683.80,694.32
