 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
722,694.48,687.67,694.64,669.14,653.59,683.27,694.74,685.35,709.72,739.40,738.85,746.69,696.44,699.57,682.52,696.77,692.26,669.92,699.26,675.86,685.08,683.23,694.48
723,693.92,688.92,694.70,668.78,654.57,684.26,695.25,686.13,708.31,738.72,737.41,745.24,696.63,699.22,683.19,694.90,690.81,670.23,701.01,675.99,684.94,681.82,693.92
724,693.80,689.30,694.08,667.99,656.70,685.28,695.19,686.69,707.74,738.99,737.42,746.08,695.57,698.50,683.41,692.70,692.02,668.89,700.59,676.86,685.74,681.30,693.80
725,694.30,688.66,693.26,669.09,659.84,684.49,695.38,686.89,708.29,738.67,737.81,747.89,693.59,697.91,682.43,692.30,694.37,667.13,696.90,677.21,685.76,681.83,694.30
726,695.20,688.58,692.69,670.08,661.59,683.97,697.20,686.64,708.44,736.78,738.76,748.75,692.65,697.62,681.53,693.56,695.84,665.95,694.64,677.32,686.11,681.87,695.20
727,695.46,689.60,692.48,668.66,659.27,684.03,699.19,685.28,707.42,734.14,740.90,750.90,693.31,696.59,681.78,694.31,694.85,666.03,693.95,676.90,686.42,681.95,695.46
728,695.58,690.13,692.48,666.60,657.70,683.66,698.85,683.56,706.71,733.99,742.59,753.03,694.24,694.79,681.85,693.03,693.01,667.69,693.61,675.25,686.55,682.13,695.58
729,695.10,689.84,691.48,665.61,658.79,684.45,697.67,683.08,706.87,736.23,742.31,754.83,695.50,693.82,680.82,691.12,692.84,668.14,695.16,673.81,686.81,681.50,695.10
730,694.21,688.92,690.81,665.74,658.89,685.57,697.76,683.67,707.40,736.19,742.02,756.49,696.84,694.52,680.32,690.78,694.13,667.06,696.88,673.80,686.35,680.31,694.21
731,694.06,688.16,691.17,666.23,656.30,685.02,697.11,683.64,706.70,734.08,743.63,755.85,696.31,696.77,679.71,690.16,695.26,666.84,695.66,674.76,685.69,680.46,694.06
732,694.90,688.92,691.62,666.41,653.04,684.88,696.10,683.10,705.10,734.14,745.57,753.78,695.65,698.16,680.16,689.49,695.96,667.02,692.90,675.33,685.11,681.75,694.90
733,696.48,689.93,692.70,666.15,651.74,686.86,696.31,683.35,704.12,734.99,746.09,752.28,697.23,696.86,680.84,690.03,696.31,666.24,692.08,675.64,684.20,682.50,696.48
734,698.00,690.09,693.81,665.57,650.74,688.99,696.61,683.55,704.22,734.99,746.13,754.60,699.31,695.18,681.52,690.11,696.65,665.75,693.67,676.45,683.49,682.31,698.00
735,697.98,690.94,692.69,664.90,651.04,689.44,696.89,683.05,703.70,734.90,746.80,760.20,700.00,695.35,684.07,689.97,696.94,666.92,695.25,677.32,683.05,682.31,697.98
736,696.92,692.90,691.58,664.33,652.02,688.91,696.84,681.85,702.88,735.05,746.95,764.72,699.10,696.08,687.48,690.53,696.39,667.32,694.58,677.57,684.15,682.41,696.92
737,696.45,694.19,692.34,664.40,652.18,689.36,696.55,681.01,703.24,734.99,746.52,768.02,696.73,696.67,689.24,691.21,694.64,666.55,692.94,676.69,685.70,681.77,696.45
738,696.61,693.52,692.62,664.62,653.25,689.49,696.00,680.47,703.75,734.88,746.57,769.51,694.11,697.70,688.49,692.11,693.54,665.93,692.84,675.85,685.84,681.49,696.61
739,696.74,693.06,692.00,665.17,655.09,688.39,695.91,681.07,703.53,734.71,746.68,769.21,693.52,699.26,685.90,692.16,694.03,665.30,693.48,676.06,685.48,682.55,696.74
740,696.49,693.22,691.97,666.32,656.55,686.86,696.76,682.54,702.94,734.28,745.84,767.99,694.00,700.17,683.99,692.11,694.60,665.15,694.53,675.94,685.02,683.79,696.49
741,695.83,692.47,693.03,667.93,658.21,686.14,697.36,683.09,702.28,732.91,743.73,766.89,693.89,700.78,684.08,692.37,694.77,666.52,695.73,675.86,684.46,683.71,695.83
742,694.88,691.19,694.36,669.85,658.92,686.76,697.95,683.37,701.96,731.92,741.35,765.98,694.42,700.66,685.53,691.63,693.80,668.06,695.49,674.59,684.60,682.38,694.88
743,694.43,691.72,694.55,671.18,658.22,687.56,698.15,682.56,701.24,732.43,739.64,763.55,695.56,700.71,686.27,689.95,691.44,668.35,694.35,673.14,684.28,681.75,694.43
744,694.45,693.98,693.83,672.22,657.93,687.54,698.82,680.76,699.68,732.96,738.85,761.81,696.86,700.24,685.98,687.66,689.86,667.42,693.33,673.94,683.88,682.01,694.45
745,694.71,696.97,693.59,673.33,657.91,686.94,699.57,680.17,697.73,732.43,738.52,762.70,697.16,699.41,686.13,686.53,691.06,665.83,693.52,677.16,684.58,681.55,694.71
746,695.87,699.01,694.10,674.48,658.58,685.32,699.64,680.71,697.47,731.59,739.45,765.11,696.75,698.85,686.53,688.28,693.01,664.04,694.64,680.89,685.47,680.53,695.87
747,696.70,698.20,694.45,675.13,659.36,684.49,700.35,680.65,698.63,732.01,740.93,767.96,696.47,698.01,686.93,690.43,693.12,664.07,695.29,682.37,685.95,680.31,696.70
748,695.49,695.89,694.30,674.86,658.49,685.59,698.91,680.57,699.61,733.27,740.16,769.35,694.92,698.07,686.79,690.13,693.99,665.39,695.51,681.98,686.54,681.38,695.49
749,694.56,695.42,693.17,674.85,658.81,685.90,695.96,681.85,700.79,734.18,738.61,768.67,693.33,699.16,685.33,688.35,695.75,665.74,695.30,682.31,686.99,681.91,694.56
750,694.00,695.91,692.72,676.02,662.05,685.89,695.54,683.87,701.66,734.58,738.92,767.49,693.15,699.52,684.70,688.10,695.70,666.60,694.13,682.99,686.06,681.75,694.00
751,693.03,695.32,693.68,677.33,665.67,686.81,697.46,684.34,701.28,733.68,738.52,766.07,693.25,699.86,685.07,689.27,696.92,668.61,692.17,683.43,683.92,681.59,693.03
752,693.56,693.82,694.59,677.44,667.55,687.07,699.19,683.10,699.81,731.18,737.15,762.88,693.08,699.97,685.63,690.07,699.20,668.72,689.19,683.32,682.24,681.78,693.56
753,694.75,693.27,693.79,677.01,667.71,686.60,700.26,681.85,698.56,728.61,736.73,760.18,693.08,699.42,687.25,690.15,699.88,667.73,684.73,683.15,682.64,682.56,694.75
754,694.43,694.79,692.14,676.70,666.90,685.77,701.43,682.23,698.12,727.46,738.09,759.68,692.98,699.38,687.68,689.62,697.10,668.12,683.55,684.30,683.74,682.73,694.43
755,693.53,697.03,692.77,675.21,665.09,685.17,702.14,683.01,698.03,729.19,740.05,761.17,693.65,700.01,687.50,689.85,695.59,669.05,686.30,684.57,683.77,682.52,693.53
756,693.56,697.13,694.76,673.23,663.10,685.10,702.81,682.57,698.41,731.90,739.39,763.44,695.76,700.90,687.69,690.58,699.14,668.14,690.15,683.62,683.03,682.29,693.56
757,693.86,696.24,695.36,672.31,663.45,684.37,702.92,682.42,698.87,732.67,738.65,762.54,697.15,700.67,686.52,690.06,702.79,665.96,694.25,683.52,682.44,681.44,693.86
758,693.45,695.80,694.93,672.69,666.15,683.87,703.12,683.70,699.05,731.41,740.80,760.96,695.86,699.48,684.32,688.68,702.48,664.59,696.55,684.22,682.21,680.86,693.45
759,693.50,695.49,694.11,672.69,667.77,684.02,704.44,683.67,699.04,729.73,744.65,761.34,694.07,699.42,683.21,688.01,699.02,664.96,695.95,682.95,681.94,680.87,693.50
760,694.14,693.91,693.29,671.30,667.78,684.66,704.50,682.04,698.28,729.34,747.70,761.90,692.93,699.73,683.62,687.70,695.80,665.75,694.41,681.81,682.17,681.12,694.14
761,694.52,693.42,693.12,670.36,666.59,684.68,703.18,680.71,696.63,731.48,748.88,762.34,692.08,699.13,684.34,688.63,694.91,665.59,694.37,681.81,683.10,681.03,694.52
762,693.89,694.05,693.23,670.98,665.28,684.20,702.44,681.57,696.12,733.79,748.58,763.68,692.08,697.52,683.07,689.48,696.73,665.40,696.63,681.73,684.04,681.19,693.89
763,692.26,694.57,693.19,671.48,666.82,684.61,702.35,683.09,696.42,733.94,747.59,765.45,692.20,696.00,680.71,690.54,699.95,665.78,698.82,682.38,684.69,681.79,692.26
764,691.12,693.49,693.66,670.34,668.07,685.99,702.33,683.17,696.78,733.25,747.28,765.75,691.17,694.25,679.85,691.70,701.69,666.12,699.82,681.97,684.82,681.76,691.12
765,691.14,691.95,692.91,670.49,665.93,686.35,701.67,682.78,698.80,732.55,748.66,765.15,689.27,693.78,680.49,692.07,700.76,666.13,700.61,680.01,684.27,681.22,691.14
766,692.39,691.51,691.91,672.56,663.32,686.05,700.29,683.19,701.33,732.26,748.62,764.91,687.92,695.78,680.23,692.29,698.21,665.84,700.69,680.22,683.49,681.32,692.39
767,693.68,691.91,692.52,672.92,663.09,686.38,698.71,683.28,701.68,732.99,747.08,765.26,688.70,697.12,678.53,690.92,696.17,665.48,699.08,681.93,683.33,682.08,693.68
768,693.13,692.00,692.68,671.81,665.35,686.27,697.52,683.14,701.71,732.11,747.62,765.15,691.17,696.01,678.34,688.51,695.18,666.53,696.81,682.74,683.35,681.84,693.13
769,691.12,691.72,691.06,670.49,666.94,684.76,695.96,683.22,702.76,729.67,749.30,763.78,692.01,695.37,679.95,688.12,695.55,667.90,694.82,681.80,683.10,680.43,691.12
770,689.87,691.31,690.11,668.75,667.06,684.20,694.33,683.41,703.04,728.26,748.40,762.73,692.08,695.90,682.45,689.62,696.40,667.21,695.29,679.68,683.51,679.58,689.87
771,690.74,691.04,690.96,667.61,666.93,684.12,693.90,683.23,703.28,728.29,744.79,762.96,692.83,695.82,684.62,690.12,695.91,666.11,697.91,678.56,683.75,680.14,690.74
772,692.81,690.65,691.83,668.04,666.03,683.35,693.96,683.23,704.04,728.62,742.05,763.05,694.36,694.78,684.63,689.68,695.63,666.24,698.64,679.28,683.04,681.52,692.81
773,693.80,689.60,691.62,667.51,663.63,682.87,694.74,683.78,704.12,728.60,742.51,762.35,695.25,694.46,683.78,688.28,695.33,667.47,696.30,680.95,681.96,682.82,693.80
774,693.57,688.98,691.30,666.49,662.16,683.71,696.43,683.44,704.38,728.66,744.12,761.57,695.94,695.15,684.05,688.38,695.00,668.48,695.16,681.13,681.82,682.64,693.57
775,693.92,688.86,690.45,666.83,661.50,685.46,696.85,682.09,705.92,728.57,744.57,761.10,697.46,695.56,683.80,691.12,697.38,669.01,697.08,680.43,682.17,680.92,693.92
776,695.42,688.88,690.16,666.99,661.04,687.72,697.11,681.69,707.11,727.37,744.84,759.67,698.05,695.91,683.18,693.38,701.16,671.40,698.53,679.96,682.86,679.43,695.42
777,695.64,689.76,692.19,666.05,661.95,690.76,696.75,682.29,706.74,724.91,745.34,756.91,696.93,697.02,684.16,695.01,702.99,672.70,697.73,678.21,683.17,679.85,695.64
778,694.79,690.89,693.83,664.99,663.48,692.64,695.17,683.30,705.82,721.89,744.07,754.14,696.01,698.65,684.39,695.56,701.89,670.32,697.61,676.79,682.12,681.15,694.79
779,694.08,692.23,691.87,665.06,664.56,692.90,693.44,684.43,705.55,719.76,741.29,752.27,695.47,698.05,683.74,695.62,700.56,667.61,698.02,676.43,681.31,682.35,694.08
780,693.14,693.15,690.19,666.02,664.95,691.92,692.83,685.27,705.30,719.78,739.61,751.51,694.76,696.65,682.89,695.91,699.83,665.72,697.11,676.09,682.68,683.08,693.14
781,692.58,692.22,691.25,666.14,664.32,691.52,692.51,685.57,703.70,721.37,739.22,750.68,694.63,696.60,681.90,695.72,699.77,664.68,694.84,676.74,684.10,682.66,692.58
782,692.90,691.04,693.04,665.14,663.78,692.73,692.00,685.55,702.28,722.93,738.17,750.38,696.01,696.74,681.15,695.12,700.57,666.13,692.34,678.46,684.12,681.12,692.90
783,693.23,690.31,693.97,664.26,664.31,693.53,692.75,685.54,702.18,724.89,738.16,750.59,696.46,696.34,680.47,695.24,701.31,668.28,690.50,680.02,683.98,679.56,693.23
784,692.46,689.52,693.32,664.03,663.43,694.04,692.46,685.38,702.47,728.12,740.06,749.90,695.21,696.11,680.68,695.38,700.90,668.76,689.16,680.13,683.86,678.69,692.46
785,691.18,689.14,692.86,663.80,661.44,695.14,691.75,685.46,703.54,730.54,740.47,748.85,695.43,696.38,681.69,694.61,700.79,669.16,689.34,678.32,684.43,679.56,691.18
786,690.86,689.38,692.56,663.51,660.38,695.22,692.50,685.46,705.16,731.50,738.69,749.53,695.97,694.94,681.39,693.79,700.44,669.59,689.86,675.84,684.35,681.61,690.86
787,691.71,690.39,691.01,663.97,661.38,694.48,692.89,684.78,705.33,730.53,737.84,750.34,694.64,692.90,680.22,693.49,699.40,668.03,689.65,674.92,683.37,682.59,691.71
788,692.39,692.20,689.30,664.95,663.59,694.46,692.42,684.02,705.06,728.59,738.15,750.12,692.70,693.41,680.59,693.53,698.27,665.41,690.28,675.67,682.49,682.64,692.39
789,692.21,692.78,689.57,665.50,666.17,694.64,692.82,683.66,705.02,726.85,739.24,748.78,692.86,695.13,681.97,693.78,698.73,664.24,690.31,675.93,682.47,682.74,692.21
790,691.69,692.25,691.09,665.23,668.49,694.34,693.43,684.59,704.61,726.39,738.66,746.30,694.27,695.22,681.96,694.55,700.77,665.10,689.35,676.41,683.72,682.75,691.69
791,691.09,692.62,691.34,664.63,669.00,693.48,692.73,685.63,705.05,726.59,735.30,743.78,694.65,694.05,681.36,695.01,702.13,667.13,690.07,676.58,684.49,682.70,691.09
792,691.86,694.29,690.60,665.44,668.90,693.19,691.51,685.50,705.18,727.55,732.42,742.84,694.71,693.75,680.95,694.94,702.65,668.33,692.61,675.57,683.98,682.57,691.86
793,693.40,695.30,690.27,666.96,669.62,693.78,691.70,684.84,704.35,728.37,730.63,744.34,694.29,693.91,681.75,694.54,702.01,668.12,694.72,674.78,683.37,682.43,693.40
794,693.94,694.79,689.94,666.54,669.86,695.69,693.17,684.64,703.20,727.37,730.27,745.20,694.02,694.13,682.69,693.84,700.50,668.62,695.20,674.16,683.03,681.82,693.94
795,694.57,695.47,689.10,664.87,669.03,697.16,693.94,684.48,701.76,724.71,731.74,743.25,694.53,694.72,682.38,693.83,701.12,669.87,695.63,673.31,682.90,680.95,694.57
796,695.14,696.67,688.96,663.85,667.19,697.10,694.94,684.21,700.80,722.69,733.98,741.92,695.46,696.67,681.73,695.00,701.34,670.27,698.18,674.12,683.03,681.02,695.14
797,695.15,697.02,690.43,663.59,664.16,695.76,696.67,683.70,700.44,723.91,734.46,741.67,696.19,699.18,681.79,695.81,700.13,669.95,700.75,675.86,683.38,681.83,695.15
798,694.90,697.38,691.39,664.43,663.72,694.13,698.44,683.16,700.71,726.03,733.12,740.40,695.10,700.36,682.58,694.55,699.43,669.89,699.40,675.57,683.82,683.17,694.90
799,694.00,698.59,690.96,666.33,665.85,693.53,698.60,682.47,701.86,725.31,731.62,739.07,693.69,700.03,683.28,691.31,698.54,669.96,696.24,674.29,683.76,684.66,694.00
800,693.43,700.23,690.87,666.85,668.16,693.35,699.19,682.25,701.61,724.08,731.50,737.80,694.30,698.74,682.64,690.35,696.76,668.94,695.26,673.91,682.89,684.26,693.43
801,693.23,701.55,691.84,666.34,668.71,693.21,699.20,682.80,700.80,723.20,732.01,738.38,696.54,697.29,680.44,692.68,694.78,667.67,695.76,674.09,681.99,682.45,693.23
802,692.38,702.63,692.40,666.13,668.13,692.99,697.22,683.50,700.58,722.50,732.36,741.97,699.51,696.07,678.51,693.86,694.47,666.82,694.92,673.51,682.01,681.43,692.38
803,691.97,703.88,692.54,666.01,668.42,692.81,695.20,684.25,700.50,722.70,733.95,745.49,702.08,695.31,678.03,692.41,695.36,666.31,693.19,673.53,681.78,682.36,691.97
804,692.45,704.15,693.05,665.81,668.74,692.22,694.24,685.13,700.90,722.51,735.21,746.76,703.04,695.84,678.22,692.25,696.43,666.18,691.84,673.95,681.11,683.71,692.45
805,692.50,703.05,693.89,665.24,668.12,690.51,694.29,684.95,702.04,722.63,734.04,747.73,703.26,696.61,679.66,692.88,696.52,667.28,691.53,674.84,683.03,684.51,692.50
806,692.96,702.69,692.63,664.50,667.75,689.14,693.78,684.63,702.59,722.91,732.02,748.36,703.63,696.52,682.24,692.17,695.62,668.50,692.85,675.88,685.25,685.14,692.96
807,693.38,703.40,690.89,665.27,668.28,689.67,692.84,685.35,702.82,722.53,731.82,747.43,704.35,696.09,682.93,691.96,694.16,668.06,694.48,675.22,684.78,684.60,693.38
808,692.52,703.73,691.04,666.28,668.99,690.52,693.73,685.48,703.77,722.54,731.79,744.91,705.27,695.16,681.36,692.37,692.43,667.80,695.70,672.84,683.78,684.24,692.52
809,691.74,703.41,692.62,666.00,668.35,689.95,694.26,684.81,704.91,723.02,731.31,741.79,704.19,693.91,681.09,691.45,693.81,667.82,694.87,670.96,683.00,685.24,691.74
810,691.12,702.17,694.18,663.79,665.57,689.97,693.38,684.92,704.96,723.30,732.58,741.01,703.18,693.10,681.85,691.59,696.52,667.19,693.32,670.09,682.16,686.91,691.12
811,690.57,700.00,693.93,662.02,663.67,691.27,691.67,685.82,704.82,724.41,733.84,742.01,703.97,692.82,681.15,692.59,696.38,667.18,692.05,670.66,683.03,687.68,690.57
812,690.79,698.57,692.87,662.49,663.13,692.26,689.23,686.30,704.58,724.48,732.38,742.80,704.85,693.41,680.64,691.65,696.36,668.09,691.04,671.73,684.86,687.75,690.79
813,691.44,698.63,693.02,663.03,663.03,692.35,690.02,686.42,704.13,723.17,729.38,743.10,706.05,695.26,681.16,690.63,698.10,668.35,691.85,671.94,684.75,687.41,691.44
814,691.63,699.54,692.62,663.02,663.10,692.16,695.38,686.64,704.15,721.65,727.03,743.65,706.03,697.60,682.08,691.03,699.49,668.70,693.67,671.99,682.92,686.31,691.63
815,692.08,700.43,691.72,663.15,663.86,690.58,700.91,686.34,704.86,720.21,726.69,743.24,703.83,699.26,683.54,691.45,697.81,669.70,695.25,673.15,682.03,685.36,692.08
816,693.64,700.20,691.09,662.43,664.16,688.56,704.12,686.68,705.05,718.60,727.95,741.12,702.19,699.65,686.22,691.55,695.26,670.37,695.98,673.99,682.25,686.25,693.64
817,694.48,698.78,690.44,661.68,662.19,688.26,706.54,687.60,703.76,717.86,728.45,739.07,702.60,699.62,689.22,691.54,693.43,670.27,697.01,673.80,682.30,688.14,694.48
818,694.05,696.17,690.54,661.71,660.77,689.77,707.80,687.18,702.63,718.89,728.33,737.41,703.71,700.17,689.21,690.96,690.92,668.46,697.72,673.50,682.13,689.44,694.05
819,693.35,694.38,691.90,662.23,661.32,691.93,707.44,685.33,702.01,720.45,728.07,737.12,703.51,699.79,686.28,689.77,688.94,666.64,697.43,674.84,682.28,689.50,693.35
820,693.44,694.41,693.78,663.61,663.59,692.28,707.31,684.87,701.52,720.63,726.90,738.74,702.70,697.52,684.65,689.07,689.02,665.68,697.64,677.85,682.07,688.39,693.44
821,693.63,695.22,694.27,664.98,665.76,690.39,707.74,686.43,701.03,720.29,725.07,740.33,703.07,695.25,684.69,689.97,691.92,664.62,696.65,679.40,681.54,687.60,693.63
822,693.50,695.26,693.16,665.16,665.49,688.63,707.98,687.55,700.29,720.26,722.82,739.37,703.67,695.97,683.62,690.58,695.04,663.75,695.02,679.07,681.85,687.30,693.50
823,692.93,694.26,691.65,663.88,664.96,687.87,706.78,687.25,699.65,719.14,720.33,738.17,703.83,698.35,682.45,690.88,695.73,664.15,695.30,678.65,682.07,686.35,692.93
824,691.71,693.79,688.75,663.16,667.49,687.89,705.90,687.15,699.76,718.14,720.16,737.42,704.68,698.60,683.19,690.92,695.49,664.69,695.09,679.12,681.96,684.55,691.71
825,691.54,693.39,686.83,664.65,670.45,688.03,705.64,687.17,700.82,718.94,721.87,736.45,704.32,697.64,685.04,690.70,693.69,665.26,693.45,680.08,682.36,683.03,691.54
826,692.15,692.84,688.13,665.29,671.98,687.97,704.85,686.39,701.46,720.45,723.27,736.64,702.83,697.80,685.35,691.79,691.76,665.83,694.12,681.47,682.67,683.21,692.15
827,692.01,692.73,690.04,664.34,672.52,688.76,703.65,684.49,700.42,723.54,725.30,737.10,702.27,697.89,684.89,693.49,690.88,666.72,695.58,682.89,682.78,684.32,692.01
828,691.34,692.76,690.04,663.53,670.28,689.67,703.33,683.26,698.86,726.66,726.78,738.03,702.54,696.91,684.26,693.65,690.91,668.34,695.01,683.32,683.46,685.22,691.34
829,691.29,692.78,689.78,662.22,667.97,689.67,702.70,684.22,699.10,729.02,726.91,739.33,702.50,696.70,683.33,691.10,691.99,669.37,693.87,681.60,683.97,685.31,691.29
830,692.46,691.87,690.06,661.24,668.68,689.01,701.60,684.62,699.81,730.80,727.32,739.90,701.11,698.19,682.75,688.56,690.79,668.98,692.43,680.36,684.27,684.62,692.46
831,694.43,690.72,689.60,661.48,669.04,688.49,702.37,683.76,699.87,732.71,727.38,739.87,699.19,699.26,682.53,688.31,688.21,669.20,691.40,680.84,683.92,684.18,694.43
832,694.48,690.51,689.29,661.25,667.80,688.32,702.70,684.21,700.87,734.02,725.71,739.02,697.97,699.21,682.84,688.78,688.75,668.71,692.59,681.76,682.61,683.95,694.48
833,692.64,690.25,689.74,660.08,667.46,687.68,701.56,685.67,701.21,733.46,725.92,738.46,698.08,699.83,683.36,688.24,690.93,667.29,695.53,682.42,681.78,683.73,692.64
834,691.73,690.56,689.68,658.96,669.14,687.15,701.63,686.73,700.78,733.43,728.36,738.03,698.44,701.69,683.63,687.40,691.38,666.86,698.45,681.75,681.59,683.93,691.73
835,692.36,692.36,689.12,658.60,672.09,687.65,702.62,686.95,700.61,734.67,729.03,736.99,699.07,702.77,683.77,687.53,691.75,668.09,700.28,680.32,681.94,684.90,692.36
836,693.71,694.15,688.90,658.10,671.64,688.33,702.86,685.48,701.07,735.47,727.02,737.24,701.05,702.35,683.50,688.21,691.80,669.75,699.94,679.09,682.58,685.48,693.71
837,695.19,694.95,690.04,657.78,667.33,688.04,702.55,683.79,701.38,735.71,725.70,737.99,703.09,701.44,683.92,688.37,691.18,669.84,698.26,678.23,683.27,685.51,695.19
838,695.46,695.51,691.80,658.42,664.95,686.77,701.32,682.42,701.25,735.80,725.06,737.97,703.95,700.36,685.22,688.09,690.79,668.54,696.10,678.30,683.66,685.76,695.46
839,694.42,695.75,691.77,658.37,666.41,686.28,698.52,681.06,701.26,734.51,724.47,737.56,703.06,700.42,685.02,687.50,691.32,667.58,694.07,679.41,683.31,686.08,694.42
840,693.30,696.33,689.84,657.37,668.00,686.37,696.73,682.11,701.57,731.90,724.68,737.24,701.50,701.53,685.11,687.39,692.54,666.70,693.73,679.23,683.03,685.20,693.30
841,692.23,697.45,689.14,656.69,667.59,686.91,697.60,685.37,701.13,729.81,723.91,739.40,701.10,701.39,686.57,687.18,692.48,666.56,695.11,678.28,682.71,683.86,692.23
842,691.80,698.40,690.20,656.77,667.35,687.38,699.26,687.18,699.94,732.27,724.28,741.21,701.15,699.91,686.38,687.60,691.09,667.80,696.02,677.08,681.86,683.17,691.80
843,691.72,697.58,691.95,658.67,668.71,687.20,699.24,687.22,698.92,738.08,726.75,741.10,700.43,699.90,685.33,687.76,691.14,670.80,695.55,676.23,682.22,682.97,691.72
844,692.32,695.33,693.50,660.38,669.84,687.12,699.00,687.66,698.53,741.78,730.04,741.10,699.71,700.81,685.22,686.62,691.74,673.31,695.19,675.60,683.45,683.75,692.32
845,693.55,693.68,693.85,659.97,669.42,686.68,698.96,689.61,699.22,743.26,730.51,740.64,698.75,700.42,685.25,687.42,691.54,674.91,695.15,674.95,683.96,684.39,693.55
846,694.29,692.83,693.61,658.76,669.30,686.31,697.39,692.04,700.14,744.79,728.09,740.44,698.22,699.04,683.66,689.02,690.59,676.54,695.53,674.98,683.94,683.99,694.29
847,694.74,692.92,693.64,656.90,670.16,686.17,695.20,694.14,700.84,746.31,726.89,740.85,698.28,698.49,681.31,688.62,690.47,677.21,695.97,677.39,684.43,683.04,694.74
