 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
1425,434.616,433.795,434.586,440.148,438.609,435.299,439.069
1426,434.379,433.827,434.171,440.127,438.895,435.769,439.448
1427,434.157,434.006,433.939,440.049,439.336,436.320,439.630
1428,434.293,434.140,434.017,439.970,439.534,436.723,439.525
1429,434.661,434.169,434.115,440.026,439.467,436.667,439.096
1430,435.039,434.172,433.922,440.175,439.332,436.271,438.631
1431,435.274,434.294,433.462,440.243,439.334,435.845,438.254
1432,435.281,434.425,433.129,440.192,439.524,435.652,437.897
1433,435.067,434.439,433.165,440.220,439.843,435.639,437.706
1434,434.694,434.528,433.401,440.414,440.022,435.717,437.828
1435,434.352,434.732,433.677,440.626,439.953,435.729,438.174
1436,434.049,434.865,433.909,440.625,439.803,435.703,438.285
1437,433.728,434.799,434.068,440.418,439.772,435.613,438.108
1438,433.610,434.596,434.153,440.104,439.909,435.399,437.894
1439,433.904,434.463,434.207,439.885,440.125,434.997,437.958
1440,434.470,434.495,434.245,439.953,440.354,434.724,438.241
1441,434.886,434.642,434.092,440.248,440.404,434.783,438.540
1442,434.940,434.780,433.795,440.466,440.268,435.058,438.648
1443,434.802,434.849,433.617,440.407,439.991,435.236,438.391
1444,434.860,434.841,433.723,440.289,439.658,435.186,437.948
1445,435.136,434.502,434.015,440.169,439.347,435.046,437.778
1446,435.332,434.159,434.329,440.020,439.052,434.980,438.155
1447,435.326,433.981,434.534,439.889,438.945,435.131,438.741
1448,435.144,434.102,434.603,439.773,439.075,435.384,439.043
1449,434.970,434.225,434.625,439.808,439.391,435.561,438.908
1450,434.883,434.239,434.717,440.135,439.623,435.532,438.664
1451,434.928,434.137,434.880,440.624,439.550,435.478,438.494
1452,435.072,434.053,434.969,440.954,439.305,435.604,438.422
1453,435.292,434.055,434.954,440.896,439.075,435.871,438.400
1454,435.307,434.181,434.863,440.634,439.006,436.121,438.415
1455,435.031,434.457,434.756,440.374,438.955,436.305,438.382
1456,434.535,434.681,434.725,440.184,438.819,436.425,438.226
1457,434.097,434.780,434.698,440.016,438.751,436.482,438.186
1458,433.882,434.820,434.537,439.885,439.082,436.468,438.583
1459,434.085,434.813,434.151,439.931,439.752,436.410,439.274
1460,434.694,434.659,433.777,440.150,440.385,436.311,439.792
1461,435.502,434.390,433.579,440.493,440.708,436.223,439.786
1462,436.058,434.275,433.599,440.756,440.715,436.017,439.352
1463,436.117,434.272,433.834,440.881,440.446,435.719,438.751
1464,435.774,434.386,434.091,440.828,439.949,435.489,438.133
1465,435.159,434.525,434.270,440.775,439.376,435.486,437.715
1466,434.495,434.546,434.249,440.728,438.804,435.693,437.632
1467,434.104,434.372,434.078,440.603,438.417,435.963,437.845
1468,434.250,434.165,433.948,440.255,438.374,436.136,438.181
1469,434.846,434.081,433.871,439.782,438.670,436.151,438.579
1470,435.356,434.214,433.830,439.449,439.162,436.004,438.999
1471,435.466,434.357,433.861,439.318,439.576,435.746,439.263
1472,435.416,434.332,433.989,439.316,439.807,435.486,439.108
1473,435.402,434.142,434.207,439.386,439.946,435.366,438.644
1474,435.441,433.956,434.401,439.663,440.079,435.360,438.386
1475,435.372,433.821,434.517,440.064,440.053,435.416,438.543
1476,435.257,433.721,434.550,440.379,439.755,435.573,438.878
1477,435.281,433.663,434.388,440.446,439.379,435.927,439.028
1478,435.289,433.724,434.032,440.406,439.244,436.413,438.821
1479,434.911,433.825,433.656,440.344,439.347,436.757,438.423
1480,434.322,433.991,433.452,440.395,439.549,436.901,438.054
1481,433.969,434.253,433.570,440.540,439.697,436.839,437.852
1482,434.032,434.567,433.916,440.506,439.691,436.638,437.751
1483,434.224,434.884,434.420,440.103,439.679,436.405,437.596
1484,434.359,435.146,434.804,439.496,439.724,436.270,437.464
1485,434.728,435.347,434.816,439.124,439.706,436.120,437.518
1486,435.407,435.419,434.396,439.201,439.480,435.813,437.717
1487,436.010,435.237,433.830,439.519,439.215,435.450,437.877
1488,436.193,434.905,433.528,439.801,439.103,435.278,437.922
1489,435.976,434.644,433.726,439.853,439.098,435.417,437.985
1490,435.538,434.627,434.128,439.793,439.297,435.745,438.009
1491,435.083,434.743,434.379,439.844,439.667,436.111,437.996
1492,434.940,434.806,434.252,440.060,439.935,436.410,437.915
1493,435.088,434.724,433.958,440.358,439.881,436.520,437.760
1494,435.136,434.749,433.853,440.578,439.595,436.576,437.620
1495,434.855,434.964,434.144,440.684,439.216,436.651,437.640
1496,434.483,435.231,434.652,440.631,439.030,436.581,438.047
1497,434.446,435.381,434.991,440.539,439.205,436.346,438.724
1498,434.764,435.421,435.043,440.425,439.640,436.214,439.434
1499,435.087,435.487,434.920,440.297,440.058,436.421,439.890
1500,435.227,435.511,434.803,440.125,440.213,436.713,439.828
1501,435.281,435.375,434.648,440.007,440.034,436.827,439.228
1502,435.251,435.219,434.487,439.969,439.804,436.776,438.404
1503,435.138,435.188,434.487,440.084,439.686,436.811,437.874
1504,434.929,435.380,434.593,440.383,439.867,437.023,437.843
1505,434.744,435.647,434.741,440.729,440.027,437.339,438.071
1506,434.678,435.772,434.681,441.030,439.909,437.666,438.185
1507,434.768,435.693,434.419,441.279,439.585,437.764,437.948
1508,435.010,435.463,434.209,441.422,439.516,437.590,437.745
1509,435.317,435.163,434.141,441.154,439.731,437.308,437.833
1510,435.562,434.969,434.124,440.546,439.989,437.173,438.154
1511,435.708,434.974,433.942,439.941,440.045,437.143,438.352
1512,435.761,435.079,433.735,439.650,440.001,437.081,438.305
1513,435.728,435.030,433.606,439.818,439.980,436.929,438.052
1514,435.736,435.020,433.584,440.412,440.005,436.641,437.870
1515,435.766,435.228,433.574,441.149,440.108,436.317,437.836
1516,435.861,435.582,433.504,441.552,440.157,436.224,437.984
1517,436.000,435.688,433.421,441.496,440.146,436.551,438.130
1518,436.050,435.454,433.537,441.163,440.075,437.031,438.167
1519,435.923,434.922,433.922,440.834,440.049,437.136,438.185
1520,435.629,434.432,434.372,440.610,439.904,436.867,438.218
1521,435.359,434.220,434.570,440.528,439.692,436.497,438.377
1522,435.260,434.371,434.537,440.491,439.482,436.273,438.643
1523,435.288,434.716,434.484,440.503,439.465,436.131,438.864
1524,435.296,434.921,434.475,440.568,439.482,436.052,438.896
1525,435.137,434.920,434.383,440.683,439.429,435.908,438.779
1526,434.972,434.815,434.162,440.770,439.412,435.706,438.693
1527,435.040,434.699,433.917,440.779,439.523,435.594,438.663
1528,435.366,434.587,433.808,440.643,439.646,435.673,438.684
1529,435.722,434.520,433.734,440.343,439.642,435.929,438.760
1530,435.841,434.478,433.685,440.012,439.454,436.067,438.726
1531,435.768,434.641,433.595,439.722,439.215,435.970,438.646
1532,435.679,435.009,433.531,439.651,439.171,435.760,438.632
1533,435.499,435.319,433.571,439.800,439.440,435.672,438.603
1534,435.213,435.305,433.797,440.003,439.821,435.596,438.466
1535,434.898,435.134,434.060,440.080,440.017,435.416,438.219
1536,434.720,435.130,434.015,440.030,439.898,435.236,438.007
1537,434.568,435.312,433.691,439.907,439.578,435.323,437.935
1538,434.372,435.263,433.533,439.908,439.126,435.774,438.056
1539,434.151,434.910,433.884,439.964,438.940,436.183,438.200
1540,433.957,434.667,434.513,439.953,439.046,436.330,438.426
1541,433.914,434.684,434.957,439.872,439.273,436.251,438.651
1542,434.162,434.754,434.965,439.661,439.296,436.210,438.742
1543,434.650,434.803,434.636,439.332,439.142,436.237,438.703
1544,435.170,434.614,434.313,439.036,439.047,436.231,438.617
1545,435.541,434.020,434.188,439.015,439.141,436.170,438.518
1546,435.722,433.437,434.321,439.254,439.235,436.099,438.389
1547,435.717,433.370,434.612,439.613,439.263,436.189,438.332
1548,435.535,433.858,434.929,439.898,439.282,436.363,438.369
1549,435.204,434.523,434.968,439.887,439.217,436.505,438.285
1550,434.916,434.989,434.809,439.592,439.137,436.587,437.915
1551,434.814,435.097,434.633,439.296,439.149,436.583,437.419
1552,434.805,434.902,434.307,439.215,439.282,436.450,437.056
1553,434.809,434.593,433.752,439.277,439.302,436.266,437.007
1554,434.729,434.431,433.241,439.405,439.130,436.160,437.278
1555,434.729,434.461,433.195,439.662,438.972,435.989,437.594
1556,434.891,434.682,433.603,439.827,438.984,435.638,437.630
1557,435.205,434.729,434.144,439.779,439.280,435.220,437.359
1558,435.341,434.592,434.645,439.420,439.626,435.010,437.150
1559,435.244,434.423,435.014,439.003,439.815,434.962,437.238
1560,435.051,434.531,435.114,438.928,439.631,434.893,437.483
1561,435.026,434.926,434.942,439.274,439.197,434.736,437.624
1562,434.943,435.181,434.592,439.732,438.713,434.660,437.711
1563,434.698,435.225,434.292,439.959,438.536,434.730,437.881
1564,434.442,435.135,434.093,439.786,438.640,434.857,438.115
1565,434.492,435.134,434.039,439.411,438.790,435.038,438.329
1566,434.831,435.226,434.146,439.292,438.831,435.278,438.492
1567,435.301,435.223,434.261,439.567,438.643,435.612,438.678
1568,435.680,434.978,434.195,440.008,438.384,435.791,438.837
1569,435.755,434.610,433.958,440.283,438.213,435.794,438.908
1570,435.490,434.473,433.832,440.359,438.327,435.765,438.891
1571,435.062,434.533,433.945,440.277,438.640,435.839,438.861
1572,434.614,434.540,434.099,440.144,438.882,435.901,438.841
1573,434.345,434.384,434.049,439.908,438.918,435.935,439.014
1574,434.222,434.167,433.998,439.611,438.727,436.006,439.330
1575,434.142,433.980,434.116,439.429,438.760,436.221,439.769
1576,434.047,433.845,434.244,439.572,439.135,436.427,440.151
1577,433.968,433.866,434.315,440.004,439.639,436.464,440.363
1578,433.985,433.998,434.276,440.278,439.952,436.439,440.397
1579,434.112,434.185,434.126,440.244,440.013,436.712,440.347
1580,434.243,434.292,433.959,440.074,439.880,437.159,440.280
1581,434.432,434.261,433.857,440.046,439.704,437.434,440.188
1582,434.700,434.121,433.743,440.112,439.681,437.221,440.071
1583,434.889,434.055,433.591,439.982,439.804,436.702,439.973
1584,435.042,434.073,433.529,439.630,439.973,436.341,439.810
1585,435.248,434.115,433.642,439.304,440.110,436.250,439.469
1586,435.466,434.261,433.788,439.279,440.165,436.189,439.181
1587,435.495,434.284,433.871,439.501,440.030,436.092,439.225
1588,435.167,434.044,433.853,439.571,439.760,436.045,439.501
1589,434.854,433.813,433.808,439.355,439.445,435.946,439.601
1590,434.782,433.903,433.858,439.171,439.200,435.658,439.359
1591,434.812,434.315,433.879,439.356,439.046,435.392,438.922
1592,434.656,434.830,433.807,439.770,439.023,435.451,438.558
1593,434.363,435.109,433.705,440.083,439.151,435.663,438.531
1594,434.146,435.039,433.700,440.013,439.372,435.880,438.792
1595,434.013,434.711,433.743,439.648,439.687,436.075,439.052
1596,434.003,434.327,433.737,439.374,439.867,436.400,439.200
1597,434.199,434.005,433.668,439.345,439.780,436.772,439.177
1598,434.385,433.820,433.608,439.624,439.647,437.099,439.093
1599,434.493,433.980,433.763,440.095,439.690,437.231,439.101
1600,434.585,434.519,434.068,440.570,439.850,437.214,439.155
1601,434.703,435.194,434.254,440.779,439.852,436.991,439.173
1602,434.939,435.564,434.230,440.616,439.773,436.567,439.130
1603,435.238,435.550,434.134,440.367,439.760,436.096,439.245
1604,435.477,435.210,434.210,440.229,439.789,435.854,439.599
1605,435.663,434.787,434.414,440.121,439.732,435.929,439.961
1606,435.755,434.607,434.587,439.916,439.473,436.045,440.101
1607,435.737,434.647,434.676,439.712,439.196,436.058,440.038
1608,435.661,434.724,434.759,439.694,439.100,436.054,440.117
1609,435.560,434.776,434.880,439.980,439.207,436.183,440.422
1610,435.506,434.909,435.115,440.517,439.470,436.433,440.827
1611,435.583,435.085,435.241,441.019,439.771,436.494,441.000
1612,435.822,435.231,435.116,441.274,440.040,436.406,440.808
1613,436.049,435.378,434.755,441.359,440.175,436.338,440.291
1614,436.178,435.475,434.548,441.393,440.212,436.375,439.939
1615,436.057,435.338,434.702,441.361,440.256,436.397,440.128
1616,435.762,435.102,435.017,441.169,440.407,436.349,440.675
1617,435.473,434.926,435.196,441.002,440.509,436.311,440.893
1618,435.303,434.900,435.125,440.976,440.508,436.433,440.522
1619,435.339,435.116,434.920,441.250,440.369,436.677,440.161
1620,435.547,435.495,434.683,441.523,440.362,436.919,440.327
1621,435.672,435.702,434.449,441.460,440.546,437.063,440.875
1622,435.625,435.535,434.282,441.038,440.682,437.020,441.411
1623,435.497,435.269,434.259,440.523,440.529,436.811,441.585
1624,435.457,435.154,434.394,440.278,440.168,436.528,441.408
1625,435.637,435.281,434.541,440.439,439.909,436.417,441.040
1626,435.995,435.491,434.631,440.827,439.966,436.458,440.674
1627,436.312,435.654,434.797,441.064,440.154,436.398,440.475
1628,436.530,435.709,434.975,441.039,440.269,436.271,440.480
1629,436.641,435.782,435.079,440.751,440.171,436.256,440.638
1630,436.601,435.823,435.056,440.324,439.903,436.352,440.834
1631,436.453,435.690,435.131,439.884,439.651,436.382,440.895
1632,436.147,435.289,435.293,439.578,439.609,436.436,440.639
1633,435.822,434.915,435.589,439.501,439.803,436.542,440.165
1634,435.589,434.790,435.836,439.628,440.064,436.752,439.698
1635,435.515,434.823,435.827,439.937,440.147,437.026,439.551
1636,435.567,434.826,435.564,440.230,439.920,437.260,439.698
1637,435.574,434.637,435.209,440.240,439.666,437.361,440.032
1638,435.306,434.340,434.939,439.969,439.681,437.268,440.232
1639,434.840,434.199,434.722,439.792,439.886,437.090,440.230
1640,434.545,434.418,434.459,439.846,440.119,436.862,440.034
1641,434.669,434.868,434.241,440.014,440.091,436.546,439.899
1642,435.038,435.306,434.268,439.991,439.893,436.229,439.865
1643,435.347,435.598,434.497,439.750,439.788,436.012,439.971
1644,435.550,435.755,434.807,439.525,440.020,435.918,440.206
1645,435.731,435.773,435.181,439.471,440.422,436.009,440.471
1646,435.710,435.656,435.581,439.478,440.561,436.177,440.696
1647,435.439,435.399,435.830,439.365,440.400,436.314,440.818
1648,435.209,435.107,435.861,439.169,440.244,436.297,440.792
1649,435.122,434.814,435.693,439.100,440.163,436.282,440.588
1650,435.232,434.650,435.385,439.233,439.952,436.266,440.218
1651,435.368,434.680,434.845,439.464,439.615,436.381,439.943
1652,435.262,434.807,434.218,439.535,439.373,436.591,439.953
1653,434.859,434.923,433.767,439.283,439.266,436.770,440.115
1654,434.367,434.978,433.504,438.912,439.354,436.802,440.228
1655,434.211,434.967,433.267,438.674,439.634,436.540,440.234
1656,434.420,435.058,433.074,438.827,439.993,436.207,440.217
1657,434.736,435.215,433.068,439.405,440.233,436.060,440.099
1658,434.895,435.400,433.266,440.057,440.035,436.148,439.980
1659,434.897,435.496,433.504,440.554,439.492,436.155,439.891
1660,434.909,435.407,433.750,440.997,438.943,435.891,439.770
1661,435.030,435.139,433.921,441.214,438.773,435.567,439.515
1662,435.147,434.944,433.957,440.872,438.930,435.393,439.273
1663,435.287,434.923,433.944,439.985,439.067,435.380,439.193
1664,435.296,434.942,434.012,439.127,439.060,435.504,439.450
1665,435.132,434.826,434.127,438.823,438.938,435.891,439.760
1666,434.883,434.669,434.300,438.953,438.848,436.402,439.796
1667,434.858,434.527,434.658,438.986,438.898,436.793,439.432
1668,435.062,434.397,435.095,438.873,438.890,436.961,439.004
1669,435.169,434.301,435.356,438.814,438.884,437.021,438.692
1670,434.972,434.249,435.131,438.973,439.056,437.036,438.415
1671,434.680,434.250,434.627,439.171,439.403,436.869,438.080
1672,434.513,434.328,434.298,439.213,439.728,436.422,437.839
1673,434.598,434.557,434.216,439.170,439.932,436.023,437.885
1674,435.000,434.843,434.041,439.255,439.897,435.968,438.158
1675,435.509,434.988,433.739,439.503,439.716,436.148,438.379
1676,435.700,434.924,433.575,439.792,439.595,436.108,438.442
1677,435.316,434.828,433.720,439.966,439.499,435.822,438.446
1678,434.667,434.961,434.065,440.071,439.282,435.532,438.448
1679,434.312,435.106,434.438,440.231,439.073,435.354,438.425
1680,434.343,434.996,434.791,440.322,438.902,435.421,438.460
1681,434.603,434.711,435.078,440.147,438.718,435.579,438.692
1682,434.853,434.621,435.162,439.823,438.437,435.725,439.147
1683,435.113,434.791,435.065,439.568,438.223,435.832,439.585
1684,435.311,434.850,434.935,439.548,438.156,435.924,439.760
1685,435.448,434.582,434.860,439.628,438.338,435.875,439.711
1686,435.312,434.316,434.692,439.614,438.713,435.736,439.537
1687,435.023,434.313,434.330,439.461,439.046,435.597,439.316
1688,434.637,434.529,433.803,439.282,439.296,435.469,439.146
1689,434.397,434.586,433.465,439.175,439.493,435.393,439.092
1690,434.374,434.338,433.494,439.162,439.714,435.352,439.120
1691,434.525,434.030,433.767,439.238,439.841,435.319,439.057
1692,434.680,433.919,433.994,439.383,439.802,435.288,438.913
1693,434.842,434.068,433.991,439.525,439.679,435.294,438.737
1694,435.247,434.349,433.871,439.689,439.354,435.327,438.674
1695,435.834,434.629,433.831,439.911,438.966,435.382,438.791
1696,436.369,434.808,433.894,440.045,438.816,435.542,438.903
1697,436.532,434.727,433.968,439.918,438.927,435.805,438.880
1698,436.263,434.487,434.061,439.685,439.116,436.024,438.697
1699,435.765,434.254,434.144,439.495,439.095,436.090,438.471
1700,435.266,434.291,434.181,439.447,438.893,435.962,438.370
