 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
3337,434.858,434.322,435.065,440.752,439.523,436.470,437.926
3338,434.893,434.611,435.526,441.999,440.200,437.179,438.204
3339,435.015,434.915,436.086,442.805,441.026,437.719,438.458
3340,435.162,435.323,436.654,442.942,441.593,438.025,438.707
3341,435.432,435.865,436.890,442.633,441.930,438.135,438.889
3342,435.756,436.387,436.756,442.453,442.115,438.099,439.017
3343,436.028,436.647,436.576,442.441,442.308,438.157,439.063
3344,436.245,436.573,436.729,442.428,442.467,438.427,438.950
3345,436.440,436.407,437.129,442.569,442.594,438.740,438.757
3346,436.259,436.295,437.485,442.878,442.469,438.910,438.809
3347,435.663,436.116,437.748,443.294,442.198,438.906,439.165
3348,435.206,435.889,437.853,443.640,442.095,438.854,439.765
3349,435.303,435.728,437.651,443.943,442.239,438.946,440.185
3350,435.789,435.843,437.350,444.305,442.383,439.290,440.261
3351,436.156,436.037,437.304,444.811,442.454,439.755,440.053
3352,436.218,436.225,437.584,445.375,442.611,440.259,439.632
3353,436.038,436.449,437.808,445.863,443.110,440.770,439.168
3354,435.820,436.840,437.719,446.339,443.784,441.323,438.917
3355,435.737,437.172,437.528,446.833,444.312,441.817,439.080
3356,435.908,437.331,437.691,447.226,444.556,442.201,439.406
3357,436.169,437.467,438.210,447.333,444.562,442.352,439.561
3358,436.309,437.758,438.741,447.130,444.556,442.196,439.516
3359,436.290,438.084,438.933,446.702,444.531,441.799,439.400
3360,436.258,438.401,438.876,446.395,444.557,441.402,439.314
3361,436.138,438.656,438.765,446.342,444.517,441.255,439.342
3362,435.881,438.851,438.673,446.548,444.314,441.407,439.415
3363,435.660,438.892,438.542,446.651,444.079,441.589,439.352
3364,435.586,438.622,438.507,446.535,443.958,441.712,439.225
3365,435.647,438.165,438.539,446.177,444.065,441.747,439.169
3366,435.693,437.843,438.606,445.708,444.355,441.690,439.244
3367,435.542,437.905,438.732,445.344,444.598,441.602,439.341
3368,435.292,438.187,438.822,445.257,444.489,441.528,439.257
3369,435.183,438.388,438.905,445.438,444.101,441.497,438.939
3370,435.384,438.415,439.011,445.870,443.763,441.496,438.675
3371,435.749,438.246,439.152,446.378,443.683,441.490,438.554
3372,436.029,438.026,439.235,446.760,443.883,441.472,438.469
3373,436.199,437.714,439.107,446.867,444.085,441.430,438.200
3374,436.084,437.510,438.733,446.683,444.062,441.462,437.963
3375,435.719,437.516,438.207,446.316,443.750,441.433,438.059
3376,435.337,437.561,437.793,445.978,443.351,441.157,438.383
3377,435.074,437.495,437.623,445.617,443.105,440.741,438.473
3378,434.924,437.426,437.578,445.241,443.118,440.416,438.126
3379,434.943,437.540,437.413,444.851,443.246,440.369,437.616
3380,435.232,437.799,437.222,444.550,443.184,440.361,437.263
3381,435.668,438.077,437.187,444.358,442.847,440.130,437.280
3382,435.967,438.249,437.267,444.158,442.467,439.724,437.464
3383,435.903,438.188,437.338,443.829,442.370,439.334,437.667
3384,435.591,437.932,437.455,443.537,442.531,439.142,438.048
3385,435.306,437.639,437.585,443.551,442.749,438.982,438.712
3386,435.227,437.344,437.547,443.782,442.775,438.843,439.403
3387,435.280,437.116,437.169,443.990,442.596,438.784,439.729
3388,435.403,437.136,436.508,444.089,442.353,438.807,439.599
3389,435.563,437.327,435.826,444.124,442.210,438.890,439.312
3390,435.600,437.353,435.289,444.178,442.264,438.995,439.278
3391,435.327,436.953,435.144,444.137,442.437,439.033,439.446
3392,434.775,436.322,435.357,444.022,442.672,438.926,439.660
3393,434.376,435.776,435.745,443.817,442.772,438.728,439.772
3394,434.364,435.535,436.029,443.532,442.715,438.644,439.852
3395,434.521,435.689,436.140,443.151,442.604,438.687,440.025
3396,434.623,435.933,436.032,442.866,442.440,438.779,440.263
3397,434.634,436.092,435.910,442.837,442.251,438.820,440.526
3398,434.775,436.288,435.883,443.076,442.208,438.732,440.683
3399,434.984,436.892,436.009,443.572,442.376,438.695,440.616
3400,435.133,437.882,436.245,444.083,442.684,438.953,440.255
3401,435.144,438.706,436.448,444.189,442.955,439.601,439.629
3402,435.218,438.934,436.517,443.959,443.044,440.303,439.030
3403,435.456,438.768,436.532,443.736,443.076,440.621,438.766
3404,435.725,438.647,436.617,443.720,443.009,440.516,438.747
3405,435.735,438.773,436.762,443.903,442.758,440.076,438.853
3406,435.500,438.879,436.812,444.328,442.365,439.656,439.116
3407,435.235,438.793,436.618,444.749,441.991,439.619,439.592
3408,435.144,438.579,436.327,444.769,441.870,439.989,439.959
3409,435.026,438.323,436.198,444.370,441.965,440.280,439.960
3410,434.820,438.035,436.338,443.882,442.091,440.125,439.760
3411,434.591,437.669,436.617,443.603,442.254,439.886,439.782
3412,434.452,437.396,436.685,443.477,442.420,439.875,439.922
3413,434.440,437.340,436.475,443.288,442.497,440.013,439.835
3414,434.577,437.516,436.313,443.070,442.487,440.090,439.447
3415,434.979,437.719,436.358,443.029,442.519,440.099,439.098
3416,435.432,438.035,436.588,443.198,442.594,440.084,439.052
3417,435.903,438.413,436.783,443.524,442.341,439.997,439.247
3418,436.304,438.560,436.845,443.737,441.934,439.823,439.482
3419,436.373,438.096,436.752,443.728,441.765,439.883,439.620
3420,436.075,437.318,436.597,443.617,442.015,440.101,439.648
3421,435.583,436.791,436.553,443.646,442.628,440.077,439.473
3422,435.356,436.839,436.744,443.780,443.476,439.653,439.135
3423,435.507,437.030,436.930,443.697,443.978,439.263,438.844
3424,435.864,437.093,436.850,443.354,443.802,439.196,438.607
3425,436.118,437.073,436.538,443.002,443.062,439.294,438.329
3426,436.084,437.128,436.355,442.864,442.235,439.307,437.908
3427,435.661,437.153,436.431,443.028,441.641,439.221,437.637
3428,435.179,437.065,436.712,443.422,441.170,439.054,437.818
3429,434.943,436.904,436.961,443.648,440.770,438.834,438.292
3430,435.107,436.873,437.049,443.498,440.572,438.723,438.756
3431,435.573,436.802,436.907,443.120,440.771,438.781,439.054
3432,436.154,436.632,436.618,442.853,441.305,438.818,439.105
3433,436.568,436.517,436.264,442.629,441.741,438.827,438.841
3434,436.609,436.578,435.798,442.348,441.696,438.907,438.455
3435,436.415,436.708,435.269,441.993,441.330,438.840,438.248
3436,436.265,436.736,434.885,441.609,440.986,438.445,438.267
3437,436.292,436.685,434.743,441.238,440.888,437.893,438.325
3438,436.432,436.638,434.765,441.079,440.966,437.351,438.414
3439,436.578,436.623,434.830,441.259,441.114,436.898,438.712
3440,436.692,436.561,434.985,441.690,441.153,436.739,439.122
3441,436.776,436.353,435.185,442.021,441.025,437.050,439.450
3442,436.688,436.134,435.275,441.905,440.944,437.529,439.577
3443,436.573,436.050,435.256,441.434,441.064,437.840,439.492
3444,436.711,436.082,435.099,441.034,441.189,437.822,439.191
3445,436.941,436.149,434.815,441.079,441.102,437.636,438.652
3446,436.904,436.211,434.531,441.405,440.792,437.550,437.877
3447,436.593,436.171,434.412,441.587,440.392,437.650,437.168
3448,436.205,436.004,434.613,441.468,439.872,437.732,436.970
3449,435.934,435.845,434.975,441.392,439.328,437.594,437.360
3450,435.824,435.911,435.306,441.577,438.991,437.386,437.928
3451,435.813,436.060,435.652,441.857,439.031,437.224,438.312
3452,435.908,436.162,435.900,441.939,439.229,437.147,438.528
3453,435.947,436.073,435.917,441.733,439.410,437.159,438.672
3454,436.051,435.883,435.871,441.412,439.612,437.236,438.796
3455,436.269,435.570,435.961,441.142,439.911,437.269,438.836
3456,436.677,435.243,436.029,441.093,440.152,437.164,438.877
3457,437.185,435.125,435.778,441.154,440.214,436.973,438.973
3458,437.690,435.269,435.357,441.110,440.073,436.891,439.169
3459,438.054,435.617,435.208,441.029,439.846,437.077,439.379
3460,438.148,435.913,435.321,441.056,439.656,437.303,439.595
3461,437.936,435.937,435.370,441.260,439.579,437.411,439.910
3462,437.461,435.644,435.230,441.424,439.631,437.396,440.334
3463,436.963,435.220,435.117,441.483,439.773,437.375,440.765
3464,436.855,434.942,435.004,441.452,439.992,437.363,441.125
3465,437.073,434.851,434.782,441.407,440.287,437.344,441.419
3466,437.335,434.855,434.603,441.197,440.533,437.194,441.625
3467,437.375,434.806,434.615,440.663,440.561,436.971,441.778
3468,437.236,434.705,434.729,440.098,440.460,436.817,441.799
3469,437.059,434.798,434.880,439.950,440.318,436.876,441.570
3470,436.908,435.197,434.920,440.225,440.025,437.038,441.069
3471,436.635,435.639,434.807,440.489,439.824,437.238,440.573
3472,436.357,435.700,434.629,440.438,439.995,437.307,440.342
3473,436.213,435.353,434.469,440.164,440.513,437.151,440.403
3474,436.295,434.981,434.359,439.941,440.937,436.855,440.578
3475,436.419,434.838,434.321,439.895,441.023,436.683,440.694
3476,436.504,434.966,434.464,439.908,440.716,436.794,440.773
3477,436.628,435.099,434.722,439.948,440.298,436.968,440.952
3478,436.898,435.014,434.894,440.017,440.017,437.060,441.189
3479,436.926,434.741,434.890,440.003,439.827,436.933,441.420
3480,436.575,434.649,434.796,439.960,439.691,436.839,441.565
3481,436.076,434.937,434.541,440.002,439.659,436.901,441.635
3482,435.854,435.426,434.202,440.187,439.729,436.968,441.558
3483,435.940,435.741,433.921,440.522,439.836,436.865,441.226
3484,436.208,435.732,433.853,440.759,439.891,436.603,440.795
3485,436.566,435.560,433.939,440.795,439.866,436.473,440.448
3486,436.969,435.503,434.029,440.591,439.773,436.691,440.244
3487,437.285,435.683,434.120,440.235,439.569,437.115,440.167
3488,437.356,436.004,434.223,439.975,439.446,437.568,440.282
3489,437.184,436.274,434.427,439.737,439.544,438.009,440.522
3490,436.889,436.249,434.574,439.597,439.900,438.211,440.805
3491,436.540,435.841,434.523,439.663,440.257,437.980,440.939
3492,436.207,435.200,434.420,439.921,440.292,437.399,440.868
3493,435.956,434.494,434.512,440.124,439.921,436.813,440.697
3494,435.896,434.064,434.797,439.980,439.449,436.614,440.549
3495,435.815,434.048,434.927,439.691,439.176,436.878,440.401
3496,435.585,434.329,434.588,439.611,439.130,437.138,440.208
3497,435.393,434.757,434.032,439.808,439.204,437.066,440.143
3498,435.498,435.225,433.666,440.082,439.205,436.818,440.307
3499,435.862,435.549,433.539,440.371,439.066,436.726,440.580
3500,436.383,435.478,433.545,440.765,438.725,436.764,440.832
3501,436.788,435.109,433.516,441.153,438.318,436.706,441.111
3502,437.039,434.754,433.418,441.327,438.177,436.538,441.389
3503,437.019,434.617,433.446,441.376,438.396,436.573,441.415
3504,436.779,434.680,433.650,441.429,438.756,436.862,441.223
3505,436.332,435.000,433.971,441.372,438.990,437.154,440.993
3506,435.856,435.491,434.271,441.019,439.085,437.354,440.838
3507,435.622,435.832,434.508,440.467,439.204,437.404,440.706
3508,435.735,435.850,434.674,439.984,439.354,437.377,440.692
3509,436.117,435.512,434.722,439.774,439.409,437.403,440.921
3510,436.560,435.145,434.580,439.829,439.449,437.453,441.296
3511,436.875,434.897,434.269,440.021,439.637,437.340,441.542
3512,436.862,434.976,433.878,440.341,439.723,437.045,441.494
3513,436.562,435.230,433.618,440.671,439.615,436.672,441.196
3514,436.299,435.393,433.548,440.827,439.439,436.428,440.971
3515,436.205,435.237,433.688,440.650,439.559,436.431,440.817
3516,436.108,434.633,434.140,440.346,439.999,436.662,440.658
3517,436.071,433.938,434.668,440.312,440.423,436.819,440.498
3518,436.158,433.625,435.009,440.750,440.558,436.648,440.411
3519,436.344,433.860,435.069,441.359,440.320,436.318,440.392
3520,436.486,434.324,434.972,441.772,439.754,436.153,440.307
3521,436.339,434.487,434.830,441.795,439.393,436.154,440.141
3522,436.057,434.358,434.641,441.562,439.513,436.081,440.027
3523,435.910,434.196,434.546,441.399,439.959,435.939,440.133
3524,435.887,434.246,434.543,441.543,440.210,435.925,440.458
3525,435.748,434.495,434.467,441.727,440.051,436.231,440.788
3526,435.457,434.769,434.265,441.631,439.747,436.692,441.051
3527,435.164,434.964,434.143,441.135,439.559,436.939,441.191
3528,435.164,435.040,434.192,440.518,439.637,436.863,441.138
3529,435.480,435.011,434.162,440.028,439.803,436.613,440.909
3530,435.866,434.959,433.913,439.825,439.747,436.492,440.555
3531,436.084,434.907,433.673,439.963,439.422,436.508,440.182
3532,436.056,435.002,433.678,440.221,439.195,436.532,439.857
3533,435.847,435.064,433.895,440.248,439.164,436.507,439.597
3534,435.573,435.059,434.094,440.002,439.309,436.489,439.450
3535,435.470,435.047,434.198,439.752,439.464,436.491,439.528
3536,435.576,435.070,434.157,439.655,439.490,436.388,439.703
3537,435.794,435.028,434.041,439.711,439.409,436.159,439.759
3538,436.030,434.960,433.897,439.728,439.156,435.892,439.701
3539,436.250,434.901,433.951,439.689,438.965,435.818,439.570
3540,436.491,434.771,434.275,439.697,439.008,435.990,439.478
3541,436.676,434.462,434.685,439.901,439.307,436.206,439.343
3542,436.459,434.095,434.821,440.145,439.642,436.334,439.189
3543,435.769,433.864,434.625,440.283,439.818,436.415,439.043
3544,435.106,433.713,434.275,440.153,439.756,436.465,438.856
3545,435.064,433.604,434.077,439.917,439.642,436.486,438.644
3546,435.724,433.554,434.087,439.778,439.696,436.318,438.658
3547,436.460,433.749,434.330,439.847,439.849,435.934,439.016
3548,436.876,434.181,434.767,440.172,439.934,435.514,439.556
3549,437.019,434.685,435.211,440.392,440.033,435.224,440.005
3550,437.095,435.059,435.431,440.129,440.302,435.274,440.105
3551,437.211,435.151,435.368,439.659,440.550,435.470,439.783
3552,437.390,434.998,435.118,439.363,440.477,435.552,439.348
3553,437.572,434.753,434.801,439.228,440.033,435.468,439.061
3554,437.621,434.504,434.485,439.084,439.496,435.328,439.113
3555,437.321,434.290,434.246,439.001,439.199,435.364,439.435
3556,436.913,434.238,434.159,439.040,439.350,435.643,439.591
3557,436.654,434.404,434.234,439.165,439.633,435.984,439.451
3558,436.537,434.645,434.269,439.326,439.668,435.990,439.076
3559,436.285,434.825,434.308,439.598,439.455,435.759,438.783
3560,435.953,434.791,434.477,439.850,439.403,435.630,438.643
3561,435.580,434.577,434.643,440.078,439.630,435.782,438.634
3562,435.144,434.489,434.593,440.132,439.973,435.997,438.702
3563,434.740,434.662,434.382,439.884,440.321,436.183,438.729
3564,434.521,435.020,434.446,439.459,440.601,436.333,438.694
3565,434.681,435.384,434.744,439.165,440.790,436.499,438.760
3566,435.159,435.613,434.896,439.260,440.791,436.752,438.989
3567,435.819,435.624,434.741,439.719,440.599,436.999,439.253
3568,436.377,435.438,434.568,440.263,440.166,437.027,439.513
3569,436.741,435.129,434.584,440.632,439.661,436.735,439.828
3570,436.922,434.864,434.609,440.623,439.389,436.359,440.130
3571,436.770,434.818,434.522,440.367,439.490,436.009,440.229
3572,436.286,435.012,434.447,440.069,439.820,435.856,440.224
3573,435.736,435.263,434.568,439.958,440.066,435.801,440.392
3574,435.442,435.239,434.784,439.960,440.161,435.822,440.598
3575,435.453,434.961,434.872,439.841,440.274,435.994,440.533
3576,435.711,434.593,434.744,439.622,440.541,436.451,440.243
3577,436.126,434.427,434.536,439.657,440.852,437.138,440.133
3578,436.481,434.620,434.304,440.047,441.123,437.670,440.229
3579,436.473,434.979,434.087,440.652,441.312,437.803,440.384
3580,436.179,435.145,433.892,441.437,441.364,437.679,440.487
3581,435.885,434.918,433.790,442.183,441.412,437.712,440.463
3582,435.680,434.512,433.888,442.723,441.550,438.077,440.280
3583,435.567,434.219,434.163,442.859,441.804,438.561,440.047
3584,435.505,434.206,434.468,442.781,442.067,438.826,439.832
3585,435.486,434.522,434.659,442.647,442.111,438.840,439.639
3586,435.607,435.077,434.771,442.662,441.870,438.720,439.493
3587,435.807,435.541,434.830,442.766,441.659,438.595,439.326
3588,436.010,435.600,434.861,442.833,441.811,438.494,439.159
3589,436.099,435.358,434.849,442.756,442.151,438.537,439.035
3590,436.068,435.204,434.704,442.653,442.191,438.753,439.008
3591,435.974,435.341,434.539,442.552,441.985,439.032,439.091
3592,435.896,435.423,434.501,442.342,441.820,439.251,439.165
3593,435.892,435.157,434.456,442.018,441.686,439.342,439.193
3594,435.822,434.696,434.267,441.859,441.465,439.483,439.282
3595,435.605,434.380,434.081,441.799,441.217,439.650,439.552
3596,435.218,434.395,434.004,441.826,441.116,439.721,439.926
3597,434.932,434.654,433.996,441.942,441.179,439.586,440.132
3598,434.792,434.906,434.011,441.973,441.192,439.304,440.042
3599,434.819,434.985,433.992,442.102,441.143,439.197,439.715
3600,435.047,434.912,434.011,442.271,441.127,439.325,439.379
3601,435.477,434.937,434.016,442.328,441.159,439.590,439.224
3602,435.890,435.151,433.972,442.148,441.354,439.783,439.339
3603,436.058,435.434,433.945,441.821,441.734,439.742,439.462
3604,436.062,435.571,434.054,441.566,442.096,439.462,439.315
3605,435.944,435.495,434.318,441.470,442.030,438.940,438.917
3606,435.629,435.242,434.580,441.446,441.661,438.447,438.506
3607,435.212,434.911,434.686,441.400,441.369,438.229,438.262
3608,434.876,434.529,434.681,441.395,441.323,438.395,438.244
3609,434.653,434.156,434.573,441.406,441.379,438.635,438.404
3610,434.587,434.051,434.371,441.286,441.351,438.663,438.542
3611,434.766,434.341,434.119,440.941,441.057,438.441,438.622
3612,435.205,434.761,433.976,440.624,440.544,438.177,438.814
3613,435.552,434.890,434.233,440.607,440.108,437.991,439.035
3614,435.531,434.708,434.713,440.747,440.099,437.887,439.039
3615,435.453,434.613,435.039,440.813,440.305,437.867,438.832
3616,435.467,434.780,434.978,440.730,440.378,437.863,438.615
3617,435.279,434.822,434.744,440.725,440.446,437.751,438.553
3618,434.707,434.529,434.595,440.879,440.625,437.523,438.595
3619,434.068,434.100,434.631,441.121,440.856,437.270,438.678
3620,433.815,433.918,434.752,441.321,440.995,437.196,438.813
3621,433.881,434.204,434.837,441.393,440.970,437.228,438.924
3622,434.044,434.739,434.901,441.185,440.627,437.220,438.792
3623,434.148,435.134,434.897,440.809,440.322,437.107,438.377
3624,434.152,435.304,434.673,440.487,440.217,437.109,437.846
3625,434.135,435.297,434.386,440.420,440.310,437.247,437.579
3626,434.290,435.221,434.319,440.475,440.477,437.303,437.689
3627,434.577,435.054,434.476,440.354,440.733,437.147,438.116
3628,434.856,434.838,434.767,440.026,441.056,436.910,438.684
3629,435.152,434.658,435.136,439.828,441.230,436.760,439.247
3630,435.534,434.498,435.513,439.742,441.136,436.922,439.601
3631,435.872,434.305,435.567,439.647,440.824,437.220,439.554
3632,436.084,434.148,435.209,439.440,440.368,437.330,439.215
3633,436.154,434.063,434.591,439.289,439.995,437.001,438.888
3634,436.055,433.930,433.867,439.276,439.901,436.503,438.673
3635,435.594,433.776,433.232,439.250,440.089,436.244,438.448
3636,434.958,433.952,432.865,439.229,440.301,436.350,438.192
3637,434.586,434.586,432.832,439.310,440.251,436.677,438.119
3638,434.572,435.340,433.025,439.413,440.133,437.029,438.294
3639,434.612,435.547,433.224,439.498,440.120,437.160,438.527
3640,434.581,435.238,433.337,439.664,440.296,436.894,438.734
3641,434.630,434.944,433.459,439.927,440.393,436.362,438.931
3642,434.634,434.884,433.686,440.017,440.236,435.868,438.999
3643,434.460,434.865,433.915,439.888,439.973,435.640,438.775
3644,434.089,434.680,433.973,439.646,439.757,435.673,438.425
3645,433.896,434.496,433.851,439.486,439.609,435.948,438.257
3646,434.025,434.434,433.693,439.572,439.489,436.440,438.574
3647,434.346,434.389,433.717,439.892,439.606,436.754,439.164
3648,434.522,434.357,434.039,440.176,439.876,436.860,439.792
3649,434.455,434.359,434.384,440.150,439.992,436.860,440.307
3650,434.275,434.407,434.356,439.901,440.042,436.962,440.764
3651,434.186,434.364,433.914,439.855,439.991,437.293,441.134
3652,434.298,434.220,433.418,440.098,440.024,437.767,441.339
3653,434.497,434.107,433.306,440.383,440.076,438.252,441.424
3654,434.781,434.132,433.559,440.402,440.108,438.684,441.357
3655,435.109,434.297,433.968,440.228,440.192,438.914,441.240
3656,435.392,434.383,434.430,440.210,440.288,438.844,441.117
3657,435.462,434.356,434.737,440.499,440.361,438.436,441.028
3658,435.400,434.298,434.688,440.983,440.431,438.124,440.946
3659,435.243,434.344,434.403,441.297,440.473,438.174,440.825
3660,435.020,434.533,434.185,441.118,440.563,438.469,440.674
3661,434.751,434.753,434.091,440.559,440.752,438.633,440.688
3662,434.643,434.944,434.148,440.071,440.997,438.596,440.931
3663,434.795,435.073,434.417,440.063,441.134,438.505,441.348
3664,435.014,435.013,434.792,440.383,441.017,438.477,441.585
3665,435.219,434.681,434.940,440.641,440.616,438.417,441.357
3666,435.445,434.215,434.897,440.725,440.188,438.290,440.642
3667,435.719,433.840,434.698,440.743,439.968,438.162,439.845
3668,436.041,433.873,434.504,440.747,440.042,438.019,439.321
3669,436.177,434.268,434.243,440.935,440.304,437.842,439.159
3670,435.886,434.711,433.965,441.168,440.662,437.722,439.179
3671,435.392,434.959,433.882,441.194,440.953,437.769,439.247
3672,435.055,435.182,434.019,440.992,440.909,438.021,439.445
3673,435.061,435.522,434.230,440.655,440.468,438.199,439.641
3674,435.222,435.811,434.308,440.207,439.877,438.146,439.778
3675,435.313,435.794,434.313,439.708,439.567,437.958,439.926
3676,435.330,435.425,434.338,439.346,439.729,437.730,440.076
3677,435.339,434.940,434.412,439.281,440.137,437.510,440.217
3678,435.192,434.586,434.263,439.442,440.473,437.365,440.263
3679,434.978,434.448,433.948,439.613,440.636,437.387,440.258
3680,434.789,434.434,433.633,439.787,440.736,437.676,440.307
3681,434.667,434.478,433.565,440.150,440.725,438.096,440.549
3682,434.575,434.381,433.678,440.688,440.556,438.594,440.850
3683,434.622,434.167,433.912,440.994,440.439,439.094,440.935
3684,434.769,433.945,434.229,440.795,440.622,439.419,440.725
3685,434.965,433.989,434.500,440.478,440.994,439.467,440.489
3686,435.182,434.284,434.592,440.543,441.179,439.189,440.441
3687,435.235,434.651,434.591,440.909,440.933,438.619,440.469
3688,435.149,434.993,434.612,440.929,440.568,437.916,440.392
3689,435.144,435.170,434.536,440.621,440.364,437.461,440.209
3690,435.290,435.022,434.468,440.362,440.479,437.464,440.029
3691,435.330,434.547,434.464,440.256,440.836,437.653,439.828
3692,435.252,434.018,434.570,440.169,441.025,437.757,439.578
3693,435.085,433.797,434.618,440.220,440.932,437.677,439.419
3694,435.010,434.148,434.565,440.419,440.753,437.566,439.416
3695,435.037,434.741,434.408,440.695,440.624,437.606,439.428
3696,435.082,435.013,434.110,440.906,440.372,437.743,439.449
3697,435.111,434.591,433.776,441.090,440.081,437.649,439.476
3698,435.183,434.012,433.650,441.126,440.021,437.381,439.333
3699,435.321,433.937,433.687,441.002,440.256,437.157,439.000
3700,435.566,434.313,433.814,440.779,440.487,436.996,438.724
3701,435.630,434.593,433.968,440.589,440.420,436.823,438.623
3702,435.543,434.479,434.236,440.363,440.155,436.747,438.698
3703,435.416,434.149,434.509,440.106,439.988,436.821,438.800
3704,435.489,433.973,434.543,440.131,439.931,436.986,438.741
3705,435.829,434.199,434.295,440.409,439.845,437.161,438.444
3706,436.001,434.481,434.031,440.555,439.736,437.338,438.174
3707,435.822,434.427,433.837,440.446,439.689,437.325,438.131
3708,435.372,433.985,433.792,440.177,439.727,436.956,438.285
3709,434.988,433.539,433.878,439.913,439.652,436.427,438.390
3710,434.936,433.449,434.147,439.704,439.556,436.124,438.460
3711,435.208,433.681,434.497,439.595,439.579,436.189,438.639
3712,435.563,433.887,434.792,439.619,439.520,436.469,438.912
3713,435.735,433.862,434.939,439.720,439.416,436.706,439.161
3714,435.789,433.738,434.877,439.936,439.463,436.706,439.388
3715,435.839,433.708,434.674,440.173,439.648,436.467,439.640
3716,435.753,433.792,434.402,440.344,439.894,436.383,439.953
3717,435.494,434.033,434.196,440.456,440.141,436.666,440.270
3718,435.217,434.446,434.056,440.555,440.373,436.886,440.343
3719,435.049,434.864,433.965,440.575,440.509,436.920,440.128
3720,435.016,435.083,434.016,440.504,440.418,437.038,439.833
3721,435.073,435.015,434.237,440.470,440.144,437.330,439.678
3722,435.176,434.924,434.482,440.594,439.860,437.580,439.603
3723,435.388,434.916,434.728,440.675,439.646,437.651,439.508
3724,435.583,434.871,434.911,440.666,439.616,437.608,439.353
3725,435.597,434.810,434.897,440.493,439.755,437.524,439.154
3726,435.562,434.881,434.759,440.254,439.999,437.501,438.911
3727,435.513,435.058,434.694,439.945,440.210,437.639,438.792
3728,435.517,435.086,434.731,439.596,440.321,437.874,438.927
3729,435.391,434.978,434.690,439.396,440.300,437.791,439.185
3730,435.174,434.961,434.487,439.357,440.234,437.440,439.338
3731,434.988,435.108,434.215,439.404,440.153,437.193,439.357
3732,435.037,435.134,434.039,439.567,440.016,437.282,439.156
3733,435.313,434.849,433.942,439.754,439.809,437.501,438.738
3734,435.513,434.450,433.886,439.949,439.676,437.696,438.217
3735,435.385,434.303,433.916,440.260,439.642,437.759,437.900
3736,435.110,434.572,434.137,440.620,439.758,437.682,437.919
3737,435.045,434.932,434.402,440.918,439.928,437.424,438.209
3738,435.182,435.030,434.444,441.044,440.090,437.187,438.470
3739,435.318,434.925,434.132,440.955,440.010,437.103,438.618
3740,435.415,434.808,433.798,440.667,439.905,437.123,438.619
3741,435.422,434.822,433.778,440.214,440.024,437.061,438.559
3742,435.231,434.875,434.067,439.756,440.472,436.976,438.532
3743,434.867,434.854,434.379,439.417,440.933,436.764,438.561
3744,434.646,434.713,434.528,439.323,441.079,436.573,438.433
3745,434.662,434.343,434.477,439.460,440.859,436.409,438.126
3746,434.781,433.862,434.276,439.753,440.635,436.270,437.716
3747,434.948,433.600,434.024,440.111,440.635,436.102,437.427
3748,435.091,433.742,433.838,440.369,440.780,436.059,437.421
3749,435.229,434.153,433.756,440.313,440.795,436.263,437.501
3750,435.452,434.530,433.797,440.033,440.737,436.463,437.601
3751,435.799,434.729,433.930,439.782,440.672,436.526,437.773
3752,436.056,434.655,434.196,439.597,440.620,436.489,437.953
3753,435.905,434.527,434.539,439.343,440.564,436.465,438.161
3754,435.382,434.526,434.827,438.967,440.576,436.511,438.356
3755,434.902,434.549,434.815,438.526,440.757,436.440,438.617
3756,434.839,434.450,434.524,438.342,440.968,436.189,438.964
3757,435.158,434.178,434.177,438.524,440.982,435.903,439.189
3758,435.521,433.993,433.912,438.977,440.805,435.855,439.176
3759,435.529,434.044,433.734,439.422,440.534,436.095,438.966
3760,435.155,434.278,433.640,439.611,440.319,436.454,438.506
3761,434.736,434.522,433.642,439.505,440.214,436.753,438.004
3762,434.635,434.695,433.666,439.225,440.089,436.876,437.851
3763,434.777,434.739,433.605,439.105,439.929,436.805,438.247
3764,434.974,434.702,433.494,439.339,439.877,436.617,438.931
3765,435.211,434.642,433.330,439.790,439.868,436.422,439.415
3766,435.534,434.528,433.153,440.020,439.768,436.126,439.392
3767,435.721,434.318,433.065,439.828,439.687,435.828,438.927
3768,435.574,434.042,433.235,439.429,439.622,435.586,438.376
3769,435.273,433.903,433.575,439.210,439.426,435.476,438.069
3770,435.105,433.932,433.864,439.188,439.017,435.462,438.065
3771,435.151,434.037,433.875,439.214,438.773,435.458,438.234
3772,435.156,434.143,433.728,439.247,438.961,435.573,438.417
3773,434.965,434.284,433.738,439.262,439.272,435.795,438.663
3774,434.703,434.431,434.087,439.240,439.295,436.026,438.957
3775,434.526,434.507,434.624,439.037,439.107,436.148,439.197
3776,434.630,434.423,434.970,438.808,439.099,436.110,439.274
3777,434.930,434.199,435.012,438.807,439.425,435.980,439.159
3778,435.118,434.125,434.839,439.079,439.737,435.871,438.960
3779,434.928,434.349,434.634,439.277,439.768,436.070,438.830
3780,434.574,434.605,434.487,439.265,439.496,436.536,438.668
3781,434.415,434.554,434.333,439.243,439.300,436.777,438.493
3782,434.506,434.321,434.086,439.275,439.305,436.561,438.298
3783,434.594,434.342,433.891,439.374,439.336,436.084,438.108
3784,434.493,434.616,433.843,439.460,439.250,435.794,438.003
3785,434.257,434.829,434.016,439.393,439.262,435.776,438.114
3786,434.138,434.882,434.263,439.174,439.500,435.892,438.303
